species,Longitude,Latitude,Elevation_ft,Date,ppt_in,tmean_ F
HEMU3,-106.9902,38.9563,9551,1997-08,4.91,53.9
HEMU3,-106.9902,38.9563,9551,1997-09,4.13,49.5
HEMU3,-106.9902,38.9563,9551,1997-10,3.54,36.5
HEMU3,-106.9902,38.9563,9551,1997-11,3.69,22
HEMU3,-106.9902,38.9563,9551,1997-12,1.85,13.9
HEMU3,-106.9902,38.9563,9551,1998-01,3.88,15.5
HEMU3,-106.9902,38.9563,9551,1998-02,3.72,16.5
HEMU3,-106.9902,38.9563,9551,1998-03,4.03,23.6
HEMU3,-106.9902,38.9563,9551,1998-04,4.92,30.5
HEMU3,-106.9902,38.9563,9551,1998-05,0.85,43
HEMU3,-106.9902,38.9563,9551,1998-06,3.88,47.5
HEMU3,-106.9902,38.9563,9551,1998-07,2.89,57.6
HEMU3,-106.9902,38.9563,9551,1998-08,1.5,55.7
HEMU3,-106.9902,38.9563,9551,1998-09,1.32,52.3
HEMU3,-106.9902,38.9563,9551,1998-10,3.34,37.2
HEMU3,-106.9902,38.9563,9551,1998-11,3.32,26.4
HEMU3,-106.9902,38.9563,9551,1998-12,1.28,17.1
HEMU3,-106.9902,38.9563,9551,1999-01,5.04,17.5
HEMU3,-106.9902,38.9563,9551,1999-02,3.02,19
HEMU3,-106.9902,38.9563,9551,1999-03,1.82,29.8
HEMU3,-106.9902,38.9563,9551,1999-04,5.23,30
HEMU3,-106.9902,38.9563,9551,1999-05,5.7,39.2
HEMU3,-106.9902,38.9563,9551,1999-06,3.22,48.9
HEMU3,-106.9902,38.9563,9551,1999-07,3.48,56.8
HEMU3,-106.9902,38.9563,9551,1999-08,3.77,54.3
HEMU3,-106.9902,38.9563,9551,1999-09,3.08,45.9
HEMU3,-106.9902,38.9563,9551,1999-10,1.26,39.4
HEMU3,-106.9902,38.9563,9551,1999-11,0.94,31.7
HEMU3,-106.9902,38.9563,9551,1999-12,1.92,16.5
HEMU3,-106.9902,38.9563,9551,2000-01,4.45,18.2
HEMU3,-106.9902,38.9563,9551,2000-02,5.9,21.5
HEMU3,-106.9902,38.9563,9551,2000-03,4.09,25.8
HEMU3,-106.9902,38.9563,9551,2000-04,2.66,36.8
HEMU3,-106.9902,38.9563,9551,2000-05,2.74,45.2
HEMU3,-106.9902,38.9563,9551,2000-06,1.85,51.6
HEMU3,-106.9902,38.9563,9551,2000-07,1.65,58
HEMU3,-106.9902,38.9563,9551,2000-08,6.12,57.5
HEMU3,-106.9902,38.9563,9551,2000-09,3.07,49.1
HEMU3,-106.9902,38.9563,9551,2000-10,1.49,39.4
HEMU3,-106.9902,38.9563,9551,2000-11,2.68,17.2
HEMU3,-106.9902,38.9563,9551,2000-12,3.69,15.4
HEMU3,-106.9902,38.9563,9551,2001-01,1.67,12.8
HEMU3,-106.9902,38.9563,9551,2001-02,3.75,18.4
HEMU3,-106.9902,38.9563,9551,2001-03,4.16,26.4
HEMU3,-106.9902,38.9563,9551,2001-04,3.66,35.4
HEMU3,-106.9902,38.9563,9551,2001-05,2.78,44.4
HEMU3,-106.9902,38.9563,9551,2001-06,1.55,52.2
HEMU3,-106.9902,38.9563,9551,2001-07,2.28,57.8
HEMU3,-106.9902,38.9563,9551,2001-08,7.66,55.3
HEMU3,-106.9902,38.9563,9551,2001-09,1.47,49.8
HEMU3,-106.9902,38.9563,9551,2001-10,1.9,38.4
HEMU3,-106.9902,38.9563,9551,2001-11,3.42,28.7
HEMU3,-106.9902,38.9563,9551,2001-12,2.82,13.2
HEMU3,-106.9902,38.9563,9551,2002-01,1.9,13.6
HEMU3,-106.9902,38.9563,9551,2002-02,2.02,14.6
HEMU3,-106.9902,38.9563,9551,2002-03,3.72,21.3
HEMU3,-106.9902,38.9563,9551,2002-04,1.47,38.1
HEMU3,-106.9902,38.9563,9551,2002-05,0.77,42.8
HEMU3,-106.9902,38.9563,9551,2002-06,0.22,55.4
HEMU3,-106.9902,38.9563,9551,2002-07,1.73,59.3
HEMU3,-106.9902,38.9563,9551,2002-08,2.58,55.3
HEMU3,-106.9902,38.9563,9551,2002-09,5.09,48
HEMU3,-106.9902,38.9563,9551,2002-10,3.31,35.8
HEMU3,-106.9902,38.9563,9551,2002-11,3.93,22.2
HEMU3,-106.9902,38.9563,9551,2002-12,1.89,14.6
HEMU3,-106.9902,38.9563,9551,2003-01,1.62,19.6
HEMU3,-106.9902,38.9563,9551,2003-02,4.33,16.4
HEMU3,-106.9902,38.9563,9551,2003-03,3.87,25.7
HEMU3,-106.9902,38.9563,9551,2003-04,3.5,34.1
HEMU3,-106.9902,38.9563,9551,2003-05,4.78,43.1
HEMU3,-106.9902,38.9563,9551,2003-06,2.01,49.5
HEMU3,-106.9902,38.9563,9551,2003-07,1.24,60.4
HEMU3,-106.9902,38.9563,9551,2003-08,4.92,57.5
HEMU3,-106.9902,38.9563,9551,2003-09,2.83,47.2
HEMU3,-106.9902,38.9563,9551,2003-10,0.88,43
HEMU3,-106.9902,38.9563,9551,2003-11,5.2,22.9
HEMU3,-106.9902,38.9563,9551,2003-12,4.23,17
HEMU3,-106.9902,38.9563,9551,2004-01,2.92,14.6
HEMU3,-106.9902,38.9563,9551,2004-02,2.76,15.8
HEMU3,-106.9902,38.9563,9551,2004-03,1.89,30.8
HEMU3,-106.9902,38.9563,9551,2004-04,4.09,36.2
HEMU3,-106.9902,38.9563,9551,2004-05,1.78,44.2
HEMU3,-106.9902,38.9563,9551,2004-06,1.19,51.1
HEMU3,-106.9902,38.9563,9551,2004-07,2.03,55.3
HEMU3,-106.9902,38.9563,9551,2004-08,1.42,53.5
HEMU3,-106.9902,38.9563,9551,2004-09,4.32,47.5
HEMU3,-106.9902,38.9563,9551,2004-10,2.56,37.6
HEMU3,-106.9902,38.9563,9551,2004-11,4.18,26.4
HEMU3,-106.9902,38.9563,9551,2004-12,2.45,15.7
HEMU3,-106.9902,38.9563,9551,2005-01,7.71,20.1
,,,,,,
HEMU3,-106.5879,40.7549,9206,1991-01,4.1,14.8
HEMU3,-106.5879,40.7549,9206,1991-02,3.54,22.4
HEMU3,-106.5879,40.7549,9206,1991-03,5.58,23
HEMU3,-106.5879,40.7549,9206,1991-04,3.44,30.1
HEMU3,-106.5879,40.7549,9206,1991-05,3.05,41.3
HEMU3,-106.5879,40.7549,9206,1991-06,2.04,50.5
HEMU3,-106.5879,40.7549,9206,1991-07,1.66,55.1
HEMU3,-106.5879,40.7549,9206,1991-08,1.72,56
HEMU3,-106.5879,40.7549,9206,1991-09,2.03,48.1
HEMU3,-106.5879,40.7549,9206,1991-10,1.1,37.7
HEMU3,-106.5879,40.7549,9206,1991-11,6.55,20.4
HEMU3,-106.5879,40.7549,9206,1991-12,1.81,18
HEMU3,-106.5879,40.7549,9206,1992-01,2.68,16.1
HEMU3,-106.5879,40.7549,9206,1992-02,4.38,21.8
HEMU3,-106.5879,40.7549,9206,1992-03,3.17,28.5
HEMU3,-106.5879,40.7549,9206,1992-04,2.46,37.3
HEMU3,-106.5879,40.7549,9206,1992-05,3.74,45.1
HEMU3,-106.5879,40.7549,9206,1992-06,2.05,48.5
HEMU3,-106.5879,40.7549,9206,1992-07,2.79,52.4
HEMU3,-106.5879,40.7549,9206,1992-08,2.52,54.5
HEMU3,-106.5879,40.7549,9206,1992-09,1.69,46.6
HEMU3,-106.5879,40.7549,9206,1992-10,2.12,39.9
HEMU3,-106.5879,40.7549,9206,1992-11,5.28,18.8
HEMU3,-106.5879,40.7549,9206,1992-12,5.07,14.9
HEMU3,-106.5879,40.7549,9206,1993-01,5.77,18
HEMU3,-106.5879,40.7549,9206,1993-02,6.02,17.7
HEMU3,-106.5879,40.7549,9206,1993-03,4.2,25.5
HEMU3,-106.5879,40.7549,9206,1993-04,4.96,29.1
HEMU3,-106.5879,40.7549,9206,1993-05,2.62,41.3
HEMU3,-106.5879,40.7549,9206,1993-06,4.2,47.4
HEMU3,-106.5879,40.7549,9206,1993-07,0.69,52.2
HEMU3,-106.5879,40.7549,9206,1993-08,2.03,53.3
HEMU3,-106.5879,40.7549,9206,1993-09,2.17,44.7
HEMU3,-106.5879,40.7549,9206,1993-10,4.92,35.6
HEMU3,-106.5879,40.7549,9206,1993-11,4.42,20.5
HEMU3,-106.5879,40.7549,9206,1993-12,3.4,18.7
HEMU3,-106.5879,40.7549,9206,1994-01,4.1,18.4
HEMU3,-106.5879,40.7549,9206,1994-02,4.91,16.4
HEMU3,-106.5879,40.7549,9206,1994-03,2.41,26.5
HEMU3,-106.5879,40.7549,9206,1994-04,3.71,33.6
HEMU3,-106.5879,40.7549,9206,1994-05,1.35,43.8
HEMU3,-106.5879,40.7549,9206,1994-06,2.03,52.5
HEMU3,-106.5879,40.7549,9206,1994-07,0.68,55.3
HEMU3,-106.5879,40.7549,9206,1994-08,1.95,57.2
HEMU3,-106.5879,40.7549,9206,1994-09,1.2,48.9
HEMU3,-106.5879,40.7549,9206,1994-10,3.53,36
HEMU3,-106.5879,40.7549,9206,1994-11,4.61,21.3
HEMU3,-106.5879,40.7549,9206,1994-12,3.79,19.5
HEMU3,-106.5879,40.7549,9206,1995-01,5.64,16.4
HEMU3,-106.5879,40.7549,9206,1995-02,4.33,24.5
HEMU3,-106.5879,40.7549,9206,1995-03,3.92,25.8
HEMU3,-106.5879,40.7549,9206,1995-04,4.49,30.3
HEMU3,-106.5879,40.7549,9206,1995-05,10.32,37.2
HEMU3,-106.5879,40.7549,9206,1995-06,2.66,47
HEMU3,-106.5879,40.7549,9206,1995-07,1.56,53.6
HEMU3,-106.5879,40.7549,9206,1995-08,1.22,57.9
HEMU3,-106.5879,40.7549,9206,1995-09,2.89,48
HEMU3,-106.5879,40.7549,9206,1995-10,3.21,33.4
HEMU3,-106.5879,40.7549,9206,1995-11,7.5,27.7
HEMU3,-106.5879,40.7549,9206,1995-12,3.43,19.5
HEMU3,-106.5879,40.7549,9206,1996-01,9.57,14.9
HEMU3,-106.5879,40.7549,9206,1996-02,5.38,18.7
HEMU3,-106.5879,40.7549,9206,1996-03,3.8,23.8
HEMU3,-106.5879,40.7549,9206,1996-04,3.7,31.2
HEMU3,-106.5879,40.7549,9206,1996-05,2.88,42.4
HEMU3,-106.5879,40.7549,9206,1996-06,1.5,50.4
HEMU3,-106.5879,40.7549,9206,1996-07,1.21,56.7
HEMU3,-106.5879,40.7549,9206,1996-08,0.87,55.9
HEMU3,-106.5879,40.7549,9206,1996-09,2.58,44.5
HEMU3,-106.5879,40.7549,9206,1996-10,4.61,35.5
HEMU3,-106.5879,40.7549,9206,1996-11,5.47,26
HEMU3,-106.5879,40.7549,9206,1996-12,10.23,15.8
HEMU3,-106.5879,40.7549,9206,1997-01,8.58,16.7
HEMU3,-106.5879,40.7549,9206,1997-02,2.65,16.3
HEMU3,-106.5879,40.7549,9206,1997-03,2.14,27.2
HEMU3,-106.5879,40.7549,9206,1997-04,5.3,27.6
HEMU3,-106.5879,40.7549,9206,1997-05,4.3,40.4
HEMU3,-106.5879,40.7549,9206,1997-06,2.11,50.9
HEMU3,-106.5879,40.7549,9206,1997-07,0.89,54.2
HEMU3,-106.5879,40.7549,9206,1997-08,4.19,54.4
HEMU3,-106.5879,40.7549,9206,1997-09,6.72,49.8
HEMU3,-106.5879,40.7549,9206,1997-10,4.35,36.3
HEMU3,-106.5879,40.7549,9206,1997-11,3.46,22.5
HEMU3,-106.5879,40.7549,9206,1997-12,2.6,16.1
HEMU3,-106.5879,40.7549,9206,1998-01,7.26,19.8
HEMU3,-106.5879,40.7549,9206,1998-02,4.33,19.5
HEMU3,-106.5879,40.7549,9206,1998-03,3.89,23.9
HEMU3,-106.5879,40.7549,9206,1998-04,3.59,31.1
HEMU3,-106.5879,40.7549,9206,1998-05,2.2,42.3
HEMU3,-106.5879,40.7549,9206,1998-06,5.45,45.4
HEMU3,-106.5879,40.7549,9206,1998-07,1.73,58
HEMU3,-106.5879,40.7549,9206,1998-08,3.16,55.7
HEMU3,-106.5879,40.7549,9206,1998-09,1.17,52.2
HEMU3,-106.5879,40.7549,9206,1998-10,5.44,36.7
HEMU3,-106.5879,40.7549,9206,1998-11,3.68,27.6
HEMU3,-106.5879,40.7549,9206,1998-12,3.08,16.3
HEMU3,-106.5879,40.7549,9206,1999-01,7.51,19.8
HEMU3,-106.5879,40.7549,9206,1999-02,4.72,20.2
HEMU3,-106.5879,40.7549,9206,1999-03,2.27,28.7
HEMU3,-106.5879,40.7549,9206,1999-04,5.11,30.8
HEMU3,-106.5879,40.7549,9206,1999-05,3.76,38.2
HEMU3,-106.5879,40.7549,9206,1999-06,2.81,49.1
HEMU3,-106.5879,40.7549,9206,1999-07,1.95,56.8
HEMU3,-106.5879,40.7549,9206,1999-08,1.63,55.7
HEMU3,-106.5879,40.7549,9206,1999-09,1.37,45
HEMU3,-106.5879,40.7549,9206,1999-10,0.87,37.9
HEMU3,-106.5879,40.7549,9206,1999-11,2.24,32.4
HEMU3,-106.5879,40.7549,9206,1999-12,4.84,17.5
HEMU3,-106.5879,40.7549,9206,2000-01,6.71,19.8
HEMU3,-106.5879,40.7549,9206,2000-02,7.38,23.7
HEMU3,-106.5879,40.7549,9206,2000-03,3.79,26.5
HEMU3,-106.5879,40.7549,9206,2000-04,3.32,36.3
HEMU3,-106.5879,40.7549,9206,2000-05,3.3,43.2
HEMU3,-106.5879,40.7549,9206,2000-06,1.12,50.2
HEMU3,-106.5879,40.7549,9206,2000-07,0.66,58.1
HEMU3,-106.5879,40.7549,9206,2000-08,2.47,58.8
HEMU3,-106.5879,40.7549,9206,2000-09,3.48,48.1
HEMU3,-106.5879,40.7549,9206,2000-10,0.86,38
HEMU3,-106.5879,40.7549,9206,2000-11,4.92,16
HEMU3,-106.5879,40.7549,9206,2000-12,6.2,16
HEMU3,-106.5879,40.7549,9206,2001-01,2.19,16.3
HEMU3,-106.5879,40.7549,9206,2001-02,4.49,19.6
HEMU3,-106.5879,40.7549,9206,2001-03,3.2,26.7
HEMU3,-106.5879,40.7549,9206,2001-04,3.86,34.9
HEMU3,-106.5879,40.7549,9206,2001-05,1.95,42.5
HEMU3,-106.5879,40.7549,9206,2001-06,0.63,50.9
HEMU3,-106.5879,40.7549,9206,2001-07,1.3,59.5
HEMU3,-106.5879,40.7549,9206,2001-08,1.79,57.7
HEMU3,-106.5879,40.7549,9206,2001-09,1.44,50.2
HEMU3,-106.5879,40.7549,9206,2001-10,2.22,37.2
HEMU3,-106.5879,40.7549,9206,2001-11,3.61,29.4
HEMU3,-106.5879,40.7549,9206,2001-12,4.72,16
HEMU3,-106.5879,40.7549,9206,2002-01,3.13,14.8
HEMU3,-106.5879,40.7549,9206,2002-02,3.27,14.4
HEMU3,-106.5879,40.7549,9206,2002-03,3.3,21.6
HEMU3,-106.5879,40.7549,9206,2002-04,2.09,36.8
HEMU3,-106.5879,40.7549,9206,2002-05,1.01,40.9
HEMU3,-106.5879,40.7549,9206,2002-06,0.84,53.2
HEMU3,-106.5879,40.7549,9206,2002-07,1.43,59.8
HEMU3,-106.5879,40.7549,9206,2002-08,1.23,55.7
HEMU3,-106.5879,40.7549,9206,2002-09,2.36,47.9
HEMU3,-106.5879,40.7549,9206,2002-10,3.5,35.1
HEMU3,-106.5879,40.7549,9206,2002-11,4.54,22.8
HEMU3,-106.5879,40.7549,9206,2002-12,3.19,18.9
HEMU3,-106.5879,40.7549,9206,2003-01,3.66,24.2
HEMU3,-106.5879,40.7549,9206,2003-02,5.41,16.3
HEMU3,-106.5879,40.7549,9206,2003-03,5.95,25.2
HEMU3,-106.5879,40.7549,9206,2003-04,3.46,34.3
HEMU3,-106.5879,40.7549,9206,2003-05,3.04,41.6
HEMU3,-106.5879,40.7549,9206,2003-06,2.72,47.6
HEMU3,-106.5879,40.7549,9206,2003-07,0.29,61.6
HEMU3,-106.5879,40.7549,9206,2003-08,2,58.7
HEMU3,-106.5879,40.7549,9206,2003-09,1.82,46.5
HEMU3,-106.5879,40.7549,9206,2003-10,1.29,42.4
HEMU3,-106.5879,40.7549,9206,2003-11,8.82,21.6
HEMU3,-106.5879,40.7549,9206,2003-12,4.8,20.2
HEMU3,-106.5879,40.7549,9206,2004-01,3.15,18.4
HEMU3,-106.5879,40.7549,9206,2004-02,3.06,17.4
HEMU3,-106.5879,40.7549,9206,2004-03,2.62,30.8
HEMU3,-106.5879,40.7549,9206,2004-04,4.38,35.5
HEMU3,-106.5879,40.7549,9206,2004-05,1.3,42.2
HEMU3,-106.5879,40.7549,9206,2004-06,4.26,49.6
HEMU3,-106.5879,40.7549,9206,2004-07,1.96,55.4
HEMU3,-106.5879,40.7549,9206,2004-08,2.04,53.4
HEMU3,-106.5879,40.7549,9206,2004-09,4.65,46.4
HEMU3,-106.5879,40.7549,9206,2004-10,4.11,37.5
HEMU3,-106.5879,40.7549,9206,2004-11,3.34,25.4
HEMU3,-106.5879,40.7549,9206,2004-12,4.55,18.7
HEMU3,-106.5879,40.7549,9206,2005-01,5.06,23.7
,,,,,,
HEMU3,-105.0194,37.7775,8356,1991-01,0.58,28.1
HEMU3,-105.0194,37.7775,8356,1991-02,0.46,34.5
HEMU3,-105.0194,37.7775,8356,1991-03,1.8,32.6
HEMU3,-105.0194,37.7775,8356,1991-04,1.21,39.7
HEMU3,-105.0194,37.7775,8356,1991-05,1.4,50.4
HEMU3,-105.0194,37.7775,8356,1991-06,2.38,58.7
HEMU3,-105.0194,37.7775,8356,1991-07,3.95,61
HEMU3,-105.0194,37.7775,8356,1991-08,4.7,60.6
HEMU3,-105.0194,37.7775,8356,1991-09,1.19,52.9
HEMU3,-105.0194,37.7775,8356,1991-10,0.96,46.4
HEMU3,-105.0194,37.7775,8356,1991-11,4.13,29.6
HEMU3,-105.0194,37.7775,8356,1991-12,0.72,27.7
HEMU3,-105.0194,37.7775,8356,1992-01,0.5,27.7
HEMU3,-105.0194,37.7775,8356,1992-02,0.72,31.8
HEMU3,-105.0194,37.7775,8356,1992-03,1.64,34.8
HEMU3,-105.0194,37.7775,8356,1992-04,1.05,44.6
HEMU3,-105.0194,37.7775,8356,1992-05,2.15,50.1
HEMU3,-105.0194,37.7775,8356,1992-06,2.67,55.2
HEMU3,-105.0194,37.7775,8356,1992-07,3.04,60.8
HEMU3,-105.0194,37.7775,8356,1992-08,5.24,59.3
HEMU3,-105.0194,37.7775,8356,1992-09,0.55,56.2
HEMU3,-105.0194,37.7775,8356,1992-10,0.35,47.8
HEMU3,-105.0194,37.7775,8356,1992-11,2.67,29
HEMU3,-105.0194,37.7775,8356,1992-12,1.29,29.4
HEMU3,-105.0194,37.7775,8356,1993-01,1.06,29.6
HEMU3,-105.0194,37.7775,8356,1993-02,1.29,28.7
HEMU3,-105.0194,37.7775,8356,1993-03,2.89,33.9
HEMU3,-105.0194,37.7775,8356,1993-04,2.33,38.6
HEMU3,-105.0194,37.7775,8356,1993-05,3.89,47.7
HEMU3,-105.0194,37.7775,8356,1993-06,0.93,57.3
HEMU3,-105.0194,37.7775,8356,1993-07,1.86,63
HEMU3,-105.0194,37.7775,8356,1993-08,4.75,60.3
HEMU3,-105.0194,37.7775,8356,1993-09,1.51,52.8
HEMU3,-105.0194,37.7775,8356,1993-10,1.14,42.4
HEMU3,-105.0194,37.7775,8356,1993-11,2.09,30.6
HEMU3,-105.0194,37.7775,8356,1993-12,0.8,29.4
HEMU3,-105.0194,37.7775,8356,1994-01,0.99,28.5
HEMU3,-105.0194,37.7775,8356,1994-02,0.57,28.5
HEMU3,-105.0194,37.7775,8356,1994-03,2.6,34.5
HEMU3,-105.0194,37.7775,8356,1994-04,2.61,39.8
HEMU3,-105.0194,37.7775,8356,1994-05,3,50.2
HEMU3,-105.0194,37.7775,8356,1994-06,1.82,62.9
HEMU3,-105.0194,37.7775,8356,1994-07,1.32,63.3
HEMU3,-105.0194,37.7775,8356,1994-08,3.95,63.7
HEMU3,-105.0194,37.7775,8356,1994-09,0.93,56.2
HEMU3,-105.0194,37.7775,8356,1994-10,2.06,43.5
HEMU3,-105.0194,37.7775,8356,1994-11,2.42,34.3
HEMU3,-105.0194,37.7775,8356,1994-12,0.47,34.5
HEMU3,-105.0194,37.7775,8356,1995-01,0.58,27.7
HEMU3,-105.0194,37.7775,8356,1995-02,0.43,36.6
HEMU3,-105.0194,37.7775,8356,1995-03,2.31,34.1
HEMU3,-105.0194,37.7775,8356,1995-04,3.45,36.4
HEMU3,-105.0194,37.7775,8356,1995-05,4.23,44.7
HEMU3,-105.0194,37.7775,8356,1995-06,2.89,55.1
HEMU3,-105.0194,37.7775,8356,1995-07,2.69,61.7
HEMU3,-105.0194,37.7775,8356,1995-08,2.73,65
HEMU3,-105.0194,37.7775,8356,1995-09,2.17,54.4
HEMU3,-105.0194,37.7775,8356,1995-10,0.11,46.2
HEMU3,-105.0194,37.7775,8356,1995-11,0.85,40.3
HEMU3,-105.0194,37.7775,8356,1995-12,0.33,32.6
HEMU3,-105.0194,37.7775,8356,1996-01,1.31,28.1
HEMU3,-105.0194,37.7775,8356,1996-02,0.66,33.1
HEMU3,-105.0194,37.7775,8356,1996-03,1.82,31.8
HEMU3,-105.0194,37.7775,8356,1996-04,1.3,40.7
HEMU3,-105.0194,37.7775,8356,1996-05,1.32,54.6
HEMU3,-105.0194,37.7775,8356,1996-06,2.03,59.6
HEMU3,-105.0194,37.7775,8356,1996-07,3.11,63.4
HEMU3,-105.0194,37.7775,8356,1996-08,3.93,61.8
HEMU3,-105.0194,37.7775,8356,1996-09,1.58,52.9
HEMU3,-105.0194,37.7775,8356,1996-10,1.52,44.7
HEMU3,-105.0194,37.7775,8356,1996-11,1.83,37.7
HEMU3,-105.0194,37.7775,8356,1996-12,0.68,29.4
HEMU3,-105.0194,37.7775,8356,1997-01,1.49,27
HEMU3,-105.0194,37.7775,8356,1997-02,1.85,26.9
HEMU3,-105.0194,37.7775,8356,1997-03,0.76,37
HEMU3,-105.0194,37.7775,8356,1997-04,3.11,35.2
HEMU3,-105.0194,37.7775,8356,1997-05,1.96,47.7
HEMU3,-105.0194,37.7775,8356,1997-06,2.04,58.2
HEMU3,-105.0194,37.7775,8356,1997-07,3,63.5
HEMU3,-105.0194,37.7775,8356,1997-08,3.63,61.8
HEMU3,-105.0194,37.7775,8356,1997-09,2.53,57.7
HEMU3,-105.0194,37.7775,8356,1997-10,2.39,44.7
HEMU3,-105.0194,37.7775,8356,1997-11,3.94,32.3
HEMU3,-105.0194,37.7775,8356,1997-12,1.32,27.4
HEMU3,-105.0194,37.7775,8356,1998-01,0.29,31.4
HEMU3,-105.0194,37.7775,8356,1998-02,0.98,27.9
HEMU3,-105.0194,37.7775,8356,1998-03,2.72,31.4
HEMU3,-105.0194,37.7775,8356,1998-04,3.55,36.2
HEMU3,-105.0194,37.7775,8356,1998-05,0.47,51.7
HEMU3,-105.0194,37.7775,8356,1998-06,0.46,58.5
HEMU3,-105.0194,37.7775,8356,1998-07,5.63,64
HEMU3,-105.0194,37.7775,8356,1998-08,3.63,61.8
HEMU3,-105.0194,37.7775,8356,1998-09,1.07,59.5
HEMU3,-105.0194,37.7775,8356,1998-10,2.23,45.5
HEMU3,-105.0194,37.7775,8356,1998-11,2.28,38.2
HEMU3,-105.0194,37.7775,8356,1998-12,0.55,31.7
HEMU3,-105.0194,37.7775,8356,1999-01,0.75,32.5
HEMU3,-105.0194,37.7775,8356,1999-02,0.34,34.9
HEMU3,-105.0194,37.7775,8356,1999-03,0.85,37.5
HEMU3,-105.0194,37.7775,8356,1999-04,5.54,36.8
HEMU3,-105.0194,37.7775,8356,1999-05,4.92,46.7
HEMU3,-105.0194,37.7775,8356,1999-06,1.92,57.7
HEMU3,-105.0194,37.7775,8356,1999-07,3.95,63.8
HEMU3,-105.0194,37.7775,8356,1999-08,3.64,61.4
HEMU3,-105.0194,37.7775,8356,1999-09,1.28,53.2
HEMU3,-105.0194,37.7775,8356,1999-10,1.64,46.5
HEMU3,-105.0194,37.7775,8356,1999-11,0.3,43.8
HEMU3,-105.0194,37.7775,8356,1999-12,1.66,30
HEMU3,-105.0194,37.7775,8356,2000-01,0.74,32
HEMU3,-105.0194,37.7775,8356,2000-02,0.37,35.5
HEMU3,-105.0194,37.7775,8356,2000-03,3.52,34.3
HEMU3,-105.0194,37.7775,8356,2000-04,1.79,43.5
HEMU3,-105.0194,37.7775,8356,2000-05,1.47,54.1
HEMU3,-105.0194,37.7775,8356,2000-06,1.76,59.4
HEMU3,-105.0194,37.7775,8356,2000-07,2.15,65.4
HEMU3,-105.0194,37.7775,8356,2000-08,1.76,65.7
HEMU3,-105.0194,37.7775,8356,2000-09,1.07,58.6
HEMU3,-105.0194,37.7775,8356,2000-10,1.92,45
HEMU3,-105.0194,37.7775,8356,2000-11,0.75,27.4
HEMU3,-105.0194,37.7775,8356,2000-12,0.51,29.2
HEMU3,-105.0194,37.7775,8356,2001-01,0.88,26.6
HEMU3,-105.0194,37.7775,8356,2001-02,0.79,31.1
HEMU3,-105.0194,37.7775,8356,2001-03,2.1,32.7
HEMU3,-105.0194,37.7775,8356,2001-04,0.89,43.9
HEMU3,-105.0194,37.7775,8356,2001-05,2.88,50.4
HEMU3,-105.0194,37.7775,8356,2001-06,1.29,61
HEMU3,-105.0194,37.7775,8356,2001-07,2.25,66.5
HEMU3,-105.0194,37.7775,8356,2001-08,2.93,63.4
HEMU3,-105.0194,37.7775,8356,2001-09,0.61,59
HEMU3,-105.0194,37.7775,8356,2001-10,0.66,47.3
HEMU3,-105.0194,37.7775,8356,2001-11,1.14,38.8
HEMU3,-105.0194,37.7775,8356,2001-12,0.4,29.8
HEMU3,-105.0194,37.7775,8356,2002-01,1.03,28.4
HEMU3,-105.0194,37.7775,8356,2002-02,0.81,27.4
HEMU3,-105.0194,37.7775,8356,2002-03,0.71,30.9
HEMU3,-105.0194,37.7775,8356,2002-04,0.29,46
HEMU3,-105.0194,37.7775,8356,2002-05,0.43,51.2
HEMU3,-105.0194,37.7775,8356,2002-06,0.87,65.4
HEMU3,-105.0194,37.7775,8356,2002-07,1.6,67
HEMU3,-105.0194,37.7775,8356,2002-08,0.78,64.6
HEMU3,-105.0194,37.7775,8356,2002-09,2.91,57.1
HEMU3,-105.0194,37.7775,8356,2002-10,1.57,42.8
HEMU3,-105.0194,37.7775,8356,2002-11,0.47,35.2
HEMU3,-105.0194,37.7775,8356,2002-12,0.42,29.4
HEMU3,-105.0194,37.7775,8356,2003-01,0.46,35.3
HEMU3,-105.0194,37.7775,8356,2003-02,2,27.7
HEMU3,-105.0194,37.7775,8356,2003-03,4.15,35.1
HEMU3,-105.0194,37.7775,8356,2003-04,1.62,43.3
HEMU3,-105.0194,37.7775,8356,2003-05,1.63,50.7
HEMU3,-105.0194,37.7775,8356,2003-06,2.94,55.7
HEMU3,-105.0194,37.7775,8356,2003-07,1.96,68.8
HEMU3,-105.0194,37.7775,8356,2003-08,2.48,65.6
HEMU3,-105.0194,37.7775,8356,2003-09,2.12,53.9
HEMU3,-105.0194,37.7775,8356,2003-10,0.4,50
HEMU3,-105.0194,37.7775,8356,2003-11,0.68,35.6
HEMU3,-105.0194,37.7775,8356,2003-12,0.91,31.8
HEMU3,-105.0194,37.7775,8356,2004-01,1.02,29.8
HEMU3,-105.0194,37.7775,8356,2004-02,1.68,26.1
HEMU3,-105.0194,37.7775,8356,2004-03,0.67,39.5
HEMU3,-105.0194,37.7775,8356,2004-04,6.67,41
HEMU3,-105.0194,37.7775,8356,2004-05,0.45,52.3
HEMU3,-105.0194,37.7775,8356,2004-06,2.7,58.3
HEMU3,-105.0194,37.7775,8356,2004-07,5.16,62
HEMU3,-105.0194,37.7775,8356,2004-08,1.69,59.9
HEMU3,-105.0194,37.7775,8356,2004-09,1.27,56.1
HEMU3,-105.0194,37.7775,8356,2004-10,1.11,44.8
