species,Longitude,Latitude,Elevation_ft,Date,ppt_in,tmean_F
HEMU3,-105.0194,37.7775,8356,2007-08,3.3,64.3
HEMU3,-105.0194,37.7775,8356,2007-09,1.3,57.7
HEMU3,-105.0194,37.7775,8356,2007-10,0.84,47.4
HEMU3,-105.0194,37.7775,8356,2007-11,0.27,38
HEMU3,-105.0194,37.7775,8356,2007-12,2.34,25.7
HEMU3,-105.0194,37.7775,8356,2008-01,1.14,24
HEMU3,-105.0194,37.7775,8356,2008-02,0.96,28.9
HEMU3,-105.0194,37.7775,8356,2008-03,2.05,31.5
HEMU3,-105.0194,37.7775,8356,2008-04,1.44,38.9
HEMU3,-105.0194,37.7775,8356,2008-05,1.48,48
HEMU3,-105.0194,37.7775,8356,2008-06,1.28,59.8
HEMU3,-105.0194,37.7775,8356,2008-07,2.1,64.8
HEMU3,-105.0194,37.7775,8356,2008-08,5.91,61.7
HEMU3,-105.0194,37.7775,8356,2008-09,0.67,54.6
HEMU3,-105.0194,37.7775,8356,2008-10,1.33,46.9
HEMU3,-105.0194,37.7775,8356,2008-11,0.48,40.1
HEMU3,-105.0194,37.7775,8356,2008-12,1.56,29.2
HEMU3,-105.0194,37.7775,8356,2009-01,1,31.9
HEMU3,-105.0194,37.7775,8356,2009-02,0.25,34.5
HEMU3,-105.0194,37.7775,8356,2009-03,1.08,37.1
HEMU3,-105.0194,37.7775,8356,2009-04,2.97,38.7
HEMU3,-105.0194,37.7775,8356,2009-05,2.07,50.8
HEMU3,-105.0194,37.7775,8356,2009-06,2.14,56.1
HEMU3,-105.0194,37.7775,8356,2009-07,3.74,63.6
HEMU3,-105.0194,37.7775,8356,2009-08,1.2,62.8
HEMU3,-105.0194,37.7775,8356,2009-09,1.63,54.4
HEMU3,-105.0194,37.7775,8356,2009-10,3.53,40.1
HEMU3,-105.0194,37.7775,8356,2009-11,0.57,39.5
HEMU3,-105.0194,37.7775,8356,2009-12,0.85,23.9
HEMU3,-105.0194,37.7775,8356,2010-01,0.47,29.7
HEMU3,-105.0194,37.7775,8356,2010-02,1.7,24.7
HEMU3,-105.0194,37.7775,8356,2010-03,4.32,32.4
HEMU3,-105.0194,37.7775,8356,2010-04,1.71,41.9
HEMU3,-105.0194,37.7775,8356,2010-05,0.97,47.7
HEMU3,-105.0194,37.7775,8356,2010-06,0.89,62.4
HEMU3,-105.0194,37.7775,8356,2010-07,3.25,64.8
HEMU3,-105.0194,37.7775,8356,2010-08,3.2,63.4
HEMU3,-105.0194,37.7775,8356,2010-09,0.59,60.9
HEMU3,-105.0194,37.7775,8356,2010-10,0.46,48
HEMU3,-105.0194,37.7775,8356,2010-11,0.44,35.7
HEMU3,-105.0194,37.7775,8356,2010-12,0.77,34.6
HEMU3,-105.0194,37.7775,8356,2011-01,0.58,28.1
HEMU3,-105.0194,37.7775,8356,2011-02,2.14,27.3
HEMU3,-105.0194,37.7775,8356,2011-03,0.82,39.1
HEMU3,-105.0194,37.7775,8356,2011-04,1.39,43.3
HEMU3,-105.0194,37.7775,8356,2011-05,1.54,47.7
HEMU3,-105.0194,37.7775,8356,2011-06,0.13,63.3
HEMU3,-105.0194,37.7775,8356,2011-07,2.4,68.2
HEMU3,-105.0194,37.7775,8356,2011-08,2.77,67.1
HEMU3,-105.0194,37.7775,8356,2011-09,1.13,56.6
HEMU3,-105.0194,37.7775,8356,2011-10,1.9,46.3
HEMU3,-105.0194,37.7775,8356,2011-11,1.33,37
HEMU3,-105.0194,37.7775,8356,2011-12,2.37,27.9
HEMU3,-105.0194,37.7775,8356,2012-01,0.31,34.2
HEMU3,-105.0194,37.7775,8356,2012-02,0.83,28.5
HEMU3,-105.0194,37.7775,8356,2012-03,0.72,40.5
HEMU3,-105.0194,37.7775,8356,2012-04,1.83,46.2
HEMU3,-105.0194,37.7775,8356,2012-05,1.89,52.5
HEMU3,-105.0194,37.7775,8356,2012-06,0.47,66.2
HEMU3,-105.0194,37.7775,8356,2012-07,1.56,67.3
HEMU3,-105.0194,37.7775,8356,2012-08,1.36,65.3
HEMU3,-105.0194,37.7775,8356,2012-09,1.28,57.7
HEMU3,-105.0194,37.7775,8356,2012-10,0.37,46.7
HEMU3,-105.0194,37.7775,8356,2012-11,0.22,42
HEMU3,-105.0194,37.7775,8356,2012-12,0.84,31.4
HEMU3,-105.0194,37.7775,8356,2013-01,0.65,28.1
HEMU3,-105.0194,37.7775,8356,2013-02,1.54,27.5
HEMU3,-105.0194,37.7775,8356,2013-03,1.73,34.7
HEMU3,-105.0194,37.7775,8356,2013-04,1.28,37.9
HEMU3,-105.0194,37.7775,8356,2013-05,1.22,49.5
HEMU3,-105.0194,37.7775,8356,2013-06,0.62,63.5
HEMU3,-105.0194,37.7775,8356,2013-07,6.21,64
HEMU3,-105.0194,37.7775,8356,2013-08,2.64,64.1
HEMU3,-105.0194,37.7775,8356,2013-09,3.39,58.9
HEMU3,-105.0194,37.7775,8356,2013-10,1.18,43.4
HEMU3,-105.0194,37.7775,8356,2013-11,1.87,36.2
HEMU3,-105.0194,37.7775,8356,2013-12,0.36,29.5
HEMU3,-105.0194,37.7775,8356,2014-01,0.42,30.2
HEMU3,-105.0194,37.7775,8356,2014-02,0.59,30.3
HEMU3,-105.0194,37.7775,8356,2014-03,2.18,35
HEMU3,-105.0194,37.7775,8356,2014-04,2.45,40.7
HEMU3,-105.0194,37.7775,8356,2014-05,1.79,48.8
HEMU3,-105.0194,37.7775,8356,2014-06,0.53,61.3
HEMU3,-105.0194,37.7775,8356,2014-07,7.35,64
HEMU3,-105.0194,37.7775,8356,2014-08,1.93,61.1
HEMU3,-105.0194,37.7775,8356,2014-09,1.07,58.5
HEMU3,-105.0194,37.7775,8356,2014-10,1.48,48.5
HEMU3,-105.0194,37.7775,8356,2014-11,1,35.8
HEMU3,-105.0194,37.7775,8356,2014-12,0.82,31.4
HEMU3,-105.0194,37.7775,8356,2015-01,0.82,32.4
HEMU3,-105.0194,37.7775,8356,2015-02,2.95,31.3
HEMU3,-105.0194,37.7775,8356,2015-03,1.08,37.5
HEMU3,-105.0194,37.7775,8356,2015-04,2.82,41.9
HEMU3,-105.0194,37.7775,8356,2015-05,7.06,46.7
HEMU3,-105.0194,37.7775,8356,2015-06,1.62,62.1
HEMU3,-105.0194,37.7775,8356,2015-07,4.69,62.9
HEMU3,-105.0194,37.7775,8356,2015-08,1.7,64.2
HEMU3,-105.0194,37.7775,8356,2015-09,0.43,61.5
HEMU3,-105.0194,37.7775,8356,2015-10,2.02,49.5
HEMU3,-105.0194,37.7775,8356,2015-11,1.72,37
HEMU3,-105.0194,37.7775,8356,2015-12,0.37,29.9
HEMU3,-105.0194,37.7775,8356,2016-01,0.63,28.2
HEMU3,-105.0194,37.7775,8356,2016-02,1.25,33.6
HEMU3,-105.0194,37.7775,8356,2016-03,0.69,36.2
HEMU3,-105.0194,37.7775,8356,2016-04,4.4,40.2
HEMU3,-105.0194,37.7775,8356,2016-05,1.71,47.6
HEMU3,-105.0194,37.7775,8356,2016-06,1.62,63.2
HEMU3,-105.0194,37.7775,8356,2016-07,1.74,67
HEMU3,-105.0194,37.7775,8356,2016-08,3.1,61.1
HEMU3,-105.0194,37.7775,8356,2016-09,0.48,58.7
HEMU3,-105.0194,37.7775,8356,2016-10,0.12,51.7
HEMU3,-105.0194,37.7775,8356,2016-11,0.27,41
HEMU3,-105.0194,37.7775,8356,2016-12,0.98,30.4
HEMU3,-105.0194,37.7775,8356,2017-01,1.57,29.2
HEMU3,-105.0194,37.7775,8356,2017-02,0.48,36
HEMU3,-105.0194,37.7775,8356,2017-03,3.26,41.7
HEMU3,-105.0194,37.7775,8356,2017-04,5.33,41.8
HEMU3,-105.0194,37.7775,8356,2017-05,4.67,47.7
HEMU3,-105.0194,37.7775,8356,2017-06,1.13,62
HEMU3,-105.0194,37.7775,8356,2017-07,4.71,64.9
HEMU3,-105.0194,37.7775,8356,2017-08,2.9,60.6
HEMU3,-105.0194,37.7775,8356,2017-09,2.08,57
HEMU3,-105.0194,37.7775,8356,2017-10,1.09,46.6
HEMU3,-105.0194,37.7775,8356,2017-11,0.75,42.7
HEMU3,-105.0194,37.7775,8356,2017-12,0.17,33.9
HEMU3,-105.0194,37.7775,8356,2018-01,0.58,33.5
HEMU3,-105.0194,37.7775,8356,2018-02,0.57,31.4
HEMU3,-105.0194,37.7775,8356,2018-03,0.8,36.2
HEMU3,-105.0194,37.7775,8356,2018-04,0.64,42.9
HEMU3,-105.0194,37.7775,8356,2018-05,0.6,55.6
HEMU3,-105.0194,37.7775,8356,2018-06,0.48,66.1
HEMU3,-105.0194,37.7775,8356,2018-07,2.9,66.8
HEMU3,-105.0194,37.7775,8356,2018-08,1.71,63.3
HEMU3,-105.0194,37.7775,8356,2018-09,1.02,60.8
HEMU3,-105.0194,37.7775,8356,2018-10,1.67,44.1
HEMU3,-105.0194,37.7775,8356,2018-11,0.78,33.1
HEMU3,-105.0194,37.7775,8356,2018-12,0.49,29.8
HEMU3,-105.0194,37.7775,8356,2019-01,2.09,29.5
HEMU3,-105.0194,37.7775,8356,2019-02,0.88,29.4
HEMU3,-105.0194,37.7775,8356,2019-03,1.59,35.1
HEMU3,-105.0194,37.7775,8356,2019-04,1.72,42.8
HEMU3,-105.0194,37.7775,8356,2019-05,3.66,45.1
HEMU3,-105.0194,37.7775,8356,2019-06,1.41,58.1
HEMU3,-105.0194,37.7775,8356,2019-07,3.2,66.2
HEMU3,-105.0194,37.7775,8356,2019-08,1.93,66.3
HEMU3,-105.0194,37.7775,8356,2019-09,0.34,61.8
HEMU3,-105.0194,37.7775,8356,2019-10,2.05,41.6
HEMU3,-105.0194,37.7775,8356,2019-11,0.89,36.6
HEMU3,-105.0194,37.7775,8356,2019-12,1.21,32
HEMU3,-105.0194,37.7775,8356,2020-01,0.46,29.8
,,,,,,
HEMU3,-107.866,37.3661,7198,2005-02,2.95,33
HEMU3,-107.866,37.3661,7198,2005-03,1.97,36.5
HEMU3,-107.866,37.3661,7198,2005-04,1.88,45.1
HEMU3,-107.866,37.3661,7198,2005-05,0.78,54
HEMU3,-107.866,37.3661,7198,2005-06,0.54,59.9
HEMU3,-107.866,37.3661,7198,2005-07,0.36,70.4
HEMU3,-107.866,37.3661,7198,2005-08,2.76,65.5
HEMU3,-107.866,37.3661,7198,2005-09,3.73,60.2
HEMU3,-107.866,37.3661,7198,2005-10,2.71,50
HEMU3,-107.866,37.3661,7198,2005-11,0.39,38.3
HEMU3,-107.866,37.3661,7198,2005-12,0.29,27.9
HEMU3,-107.866,37.3661,7198,2006-01,1.29,29.9
HEMU3,-107.866,37.3661,7198,2006-02,0.12,32.7
HEMU3,-107.866,37.3661,7198,2006-03,3.4,35.5
HEMU3,-107.866,37.3661,7198,2006-04,1.06,47
HEMU3,-107.866,37.3661,7198,2006-05,0.35,56.1
HEMU3,-107.866,37.3661,7198,2006-06,1.04,65.2
HEMU3,-107.866,37.3661,7198,2006-07,2.54,69
HEMU3,-107.866,37.3661,7198,2006-08,2.32,65.8
HEMU3,-107.866,37.3661,7198,2006-09,2.61,54.4
HEMU3,-107.866,37.3661,7198,2006-10,4.17,47.2
HEMU3,-107.866,37.3661,7198,2006-11,0.79,39.2
HEMU3,-107.866,37.3661,7198,2006-12,1.19,27.9
HEMU3,-107.866,37.3661,7198,2007-01,0.99,25.7
HEMU3,-107.866,37.3661,7198,2007-02,0.98,32.4
HEMU3,-107.866,37.3661,7198,2007-03,1.27,41
HEMU3,-107.866,37.3661,7198,2007-04,1.42,45.8
HEMU3,-107.866,37.3661,7198,2007-05,2.93,53.4
HEMU3,-107.866,37.3661,7198,2007-06,0.21,64.2
HEMU3,-107.866,37.3661,7198,2007-07,2.6,70.2
HEMU3,-107.866,37.3661,7198,2007-08,2.51,68.5
HEMU3,-107.866,37.3661,7198,2007-09,2.6,60.2
HEMU3,-107.866,37.3661,7198,2007-10,0.62,49.4
HEMU3,-107.866,37.3661,7198,2007-11,0.35,41.4
HEMU3,-107.866,37.3661,7198,2007-12,6.28,24.9
HEMU3,-107.866,37.3661,7198,2008-01,4.76,20.1
HEMU3,-107.866,37.3661,7198,2008-02,3.09,26.8
HEMU3,-107.866,37.3661,7198,2008-03,0.19,35.7
HEMU3,-107.866,37.3661,7198,2008-04,0.48,43.4
HEMU3,-107.866,37.3661,7198,2008-05,1.49,51.8
HEMU3,-107.866,37.3661,7198,2008-06,0.4,61.4
HEMU3,-107.866,37.3661,7198,2008-07,2.61,67.7
HEMU3,-107.866,37.3661,7198,2008-08,2.48,67
HEMU3,-107.866,37.3661,7198,2008-09,1.56,58.9
HEMU3,-107.866,37.3661,7198,2008-10,1.36,48.9
HEMU3,-107.866,37.3661,7198,2008-11,1.6,39.3
HEMU3,-107.866,37.3661,7198,2008-12,4.23,25.5
HEMU3,-107.866,37.3661,7198,2009-01,0.74,27.2
HEMU3,-107.866,37.3661,7198,2009-02,1.05,31.8
HEMU3,-107.866,37.3661,7198,2009-03,0.66,38.6
HEMU3,-107.866,37.3661,7198,2009-04,1.06,42.9
HEMU3,-107.866,37.3661,7198,2009-05,2.36,56.5
HEMU3,-107.866,37.3661,7198,2009-06,2.14,58.8
HEMU3,-107.866,37.3661,7198,2009-07,1.05,68.8
HEMU3,-107.866,37.3661,7198,2009-08,1.32,66.5
HEMU3,-107.866,37.3661,7198,2009-09,2.08,58.8
HEMU3,-107.866,37.3661,7198,2009-10,1.47,43.8
HEMU3,-107.866,37.3661,7198,2009-11,0.48,39
HEMU3,-107.866,37.3661,7198,2009-12,2.96,21.1
HEMU3,-107.866,37.3661,7198,2010-01,4.3,24.1
HEMU3,-107.866,37.3661,7198,2010-02,2.31,25.5
HEMU3,-107.866,37.3661,7198,2010-03,1.09,34.4
HEMU3,-107.866,37.3661,7198,2010-04,0.94,44.2
HEMU3,-107.866,37.3661,7198,2010-05,0.14,50.8
HEMU3,-107.866,37.3661,7198,2010-06,0.2,63.5
HEMU3,-107.866,37.3661,7198,2010-07,2.23,68.8
HEMU3,-107.866,37.3661,7198,2010-08,3.15,65.5
HEMU3,-107.866,37.3661,7198,2010-09,1.62,61.7
HEMU3,-107.866,37.3661,7198,2010-10,2.2,51.1
HEMU3,-107.866,37.3661,7198,2010-11,0.61,33.7
HEMU3,-107.866,37.3661,7198,2010-12,4.25,32.6
HEMU3,-107.866,37.3661,7198,2011-01,0.07,22.9
HEMU3,-107.866,37.3661,7198,2011-02,0.64,25.7
HEMU3,-107.866,37.3661,7198,2011-03,0.96,38.8
HEMU3,-107.866,37.3661,7198,2011-04,1.72,44.5
HEMU3,-107.866,37.3661,7198,2011-05,2.01,48.7
HEMU3,-107.866,37.3661,7198,2011-06,0.03,62.1
HEMU3,-107.866,37.3661,7198,2011-07,2.58,69.5
HEMU3,-107.866,37.3661,7198,2011-08,1.61,68.8
HEMU3,-107.866,37.3661,7198,2011-09,2.12,60
HEMU3,-107.866,37.3661,7198,2011-10,2.95,47.9
HEMU3,-107.866,37.3661,7198,2011-11,1.11,35.3
HEMU3,-107.866,37.3661,7198,2011-12,1.29,26.9
HEMU3,-107.866,37.3661,7198,2012-01,1.4,29.7
HEMU3,-107.866,37.3661,7198,2012-02,2.48,29.9
HEMU3,-107.866,37.3661,7198,2012-03,0.54,38.8
HEMU3,-107.866,37.3661,7198,2012-04,0.86,48.6
HEMU3,-107.866,37.3661,7198,2012-05,0.28,54.6
HEMU3,-107.866,37.3661,7198,2012-06,0.13,66.5
HEMU3,-107.866,37.3661,7198,2012-07,2.19,68.7
HEMU3,-107.866,37.3661,7198,2012-08,1.68,68.1
HEMU3,-107.866,37.3661,7198,2012-09,0.65,60.9
HEMU3,-107.866,37.3661,7198,2012-10,0.15,49.4
HEMU3,-107.866,37.3661,7198,2012-11,0.92,39.9
HEMU3,-107.866,37.3661,7198,2012-12,1.74,26.5
HEMU3,-107.866,37.3661,7198,2013-01,2.86,20.9
HEMU3,-107.866,37.3661,7198,2013-02,1.2,26.1
HEMU3,-107.866,37.3661,7198,2013-03,0.74,36.3
HEMU3,-107.866,37.3661,7198,2013-04,0.8,43.4
HEMU3,-107.866,37.3661,7198,2013-05,0.82,52.9
HEMU3,-107.866,37.3661,7198,2013-06,0.21,65.6
HEMU3,-107.866,37.3661,7198,2013-07,2.92,68.8
HEMU3,-107.866,37.3661,7198,2013-08,3.17,66.1
HEMU3,-107.866,37.3661,7198,2013-09,6.47,59.9
HEMU3,-107.866,37.3661,7198,2013-10,1.44,45.1
HEMU3,-107.866,37.3661,7198,2013-11,2.83,36.9
HEMU3,-107.866,37.3661,7198,2013-12,0.61,24.2
HEMU3,-107.866,37.3661,7198,2014-01,0.3,29.4
HEMU3,-107.866,37.3661,7198,2014-02,0.84,33.8
HEMU3,-107.866,37.3661,7198,2014-03,1.31,38.1
HEMU3,-107.866,37.3661,7198,2014-04,0.57,44.7
HEMU3,-107.866,37.3661,7198,2014-05,1.34,51.7
HEMU3,-107.866,37.3661,7198,2014-06,0.06,63.1
HEMU3,-107.866,37.3661,7198,2014-07,2.48,69.5
HEMU3,-107.866,37.3661,7198,2014-08,3.42,64.6
HEMU3,-107.866,37.3661,7198,2014-09,4.34,62.3
HEMU3,-107.866,37.3661,7198,2014-10,0.89,49.9
HEMU3,-107.866,37.3661,7198,2014-11,1.1,37.3
HEMU3,-107.866,37.3661,7198,2014-12,1.24,31.3
HEMU3,-107.866,37.3661,7198,2015-01,1.95,31.1
HEMU3,-107.866,37.3661,7198,2015-02,1.87,35.3
HEMU3,-107.866,37.3661,7198,2015-03,0.9,41.8
HEMU3,-107.866,37.3661,7198,2015-04,0.87,43.9
HEMU3,-107.866,37.3661,7198,2015-05,4.4,49.8
HEMU3,-107.866,37.3661,7198,2015-06,2.83,64
HEMU3,-107.866,37.3661,7198,2015-07,3.04,66.3
HEMU3,-107.866,37.3661,7198,2015-08,2.09,66.2
HEMU3,-107.866,37.3661,7198,2015-09,1.71,61.7
HEMU3,-107.866,37.3661,7198,2015-10,3.6,52.5
HEMU3,-107.866,37.3661,7198,2015-11,1.85,35.8
HEMU3,-107.866,37.3661,7198,2015-12,2.79,25.4
HEMU3,-107.866,37.3661,7198,2016-01,1.52,23.5
HEMU3,-107.866,37.3661,7198,2016-02,1,31.7
HEMU3,-107.866,37.3661,7198,2016-03,0.37,40
HEMU3,-107.866,37.3661,7198,2016-04,1.32,44.1
HEMU3,-107.866,37.3661,7198,2016-05,2.4,51.2
HEMU3,-107.866,37.3661,7198,2016-06,0.38,66.8
HEMU3,-107.866,37.3661,7198,2016-07,1.78,68.5
HEMU3,-107.866,37.3661,7198,2016-08,4.56,63.5
HEMU3,-107.866,37.3661,7198,2016-09,2.09,58.5
HEMU3,-107.866,37.3661,7198,2016-10,0.92,51.2
HEMU3,-107.866,37.3661,7198,2016-11,3.01,40.3
HEMU3,-107.866,37.3661,7198,2016-12,3.16,28.9
HEMU3,-107.866,37.3661,7198,2017-01,4.55,27
HEMU3,-107.866,37.3661,7198,2017-02,1.69,35.3
HEMU3,-107.866,37.3661,7198,2017-03,0.97,42
HEMU3,-107.866,37.3661,7198,2017-04,1.06,44.3
HEMU3,-107.866,37.3661,7198,2017-05,1.39,50.9
HEMU3,-107.866,37.3661,7198,2017-06,0.27,65.1
HEMU3,-107.866,37.3661,7198,2017-07,3.76,68.1
HEMU3,-107.866,37.3661,7198,2017-08,0.88,64.8
HEMU3,-107.866,37.3661,7198,2017-09,1.78,59.6
HEMU3,-107.866,37.3661,7198,2017-10,0.4,48.9
HEMU3,-107.866,37.3661,7198,2017-11,0.29,42.1
HEMU3,-107.866,37.3661,7198,2017-12,0.08,32.5
HEMU3,-107.866,37.3661,7198,2018-01,0.73,30.3
HEMU3,-107.866,37.3661,7198,2018-02,1.46,32.4
HEMU3,-107.866,37.3661,7198,2018-03,0.6,37.3
HEMU3,-107.866,37.3661,7198,2018-04,0.42,48
HEMU3,-107.866,37.3661,7198,2018-05,1.08,56
HEMU3,-107.866,37.3661,7198,2018-06,1.15,64.1
HEMU3,-107.866,37.3661,7198,2018-07,2.35,70
HEMU3,-107.866,37.3661,7198,2018-08,1.03,67.5
HEMU3,-107.866,37.3661,7198,2018-09,0.62,61.5
HEMU3,-107.866,37.3661,7198,2018-10,3.26,47.8
HEMU3,-107.866,37.3661,7198,2018-11,0.34,33.8
HEMU3,-107.866,37.3661,7198,2018-12,0.91,26.5
HEMU3,-107.866,37.3661,7198,2019-01,3.58,23.9
HEMU3,-107.866,37.3661,7198,2019-02,4.96,24.3
HEMU3,-107.866,37.3661,7198,2019-03,4.26,36.9
HEMU3,-107.866,37.3661,7198,2019-04,1.04,45.7
HEMU3,-107.866,37.3661,7198,2019-05,2.65,47.4
HEMU3,-107.866,37.3661,7198,2019-06,0.45,60.1
HEMU3,-107.866,37.3661,7198,2019-07,0.86,68.6
HEMU3,-107.866,37.3661,7198,2019-08,1.06,67.9
HEMU3,-107.866,37.3661,7198,2019-09,0.9,60.9
HEMU3,-107.866,37.3661,7198,2019-10,0.23,43.2
HEMU3,-107.866,37.3661,7198,2019-11,2.1,36.4
HEMU3,-107.866,37.3661,7198,2019-12,2.37,27.7
HEMU3,-107.866,37.3661,7198,2020-01,0.89,26.5
,,,,,,
HEMU3,-107.3153,37.1939,6857,2005-02,2.91,33.9
HEMU3,-107.3153,37.1939,6857,2005-03,1.67,37.4
HEMU3,-107.3153,37.1939,6857,2005-04,1.64,46.5
HEMU3,-107.3153,37.1939,6857,2005-05,0.6,55.7
HEMU3,-107.3153,37.1939,6857,2005-06,0.31,63.3
HEMU3,-107.3153,37.1939,6857,2005-07,0.1,73.2
HEMU3,-107.3153,37.1939,6857,2005-08,2.63,68.5
HEMU3,-107.3153,37.1939,6857,2005-09,2,62.6
HEMU3,-107.3153,37.1939,6857,2005-10,2.38,51.4
HEMU3,-107.3153,37.1939,6857,2005-11,0.21,40.7
HEMU3,-107.3153,37.1939,6857,2005-12,0.28,30
HEMU3,-107.3153,37.1939,6857,2006-01,0.81,31.7
HEMU3,-107.3153,37.1939,6857,2006-02,0.18,34.9
HEMU3,-107.3153,37.1939,6857,2006-03,2.69,37.5
HEMU3,-107.3153,37.1939,6857,2006-04,1.12,48.5
HEMU3,-107.3153,37.1939,6857,2006-05,0.46,57.8
HEMU3,-107.3153,37.1939,6857,2006-06,0.18,68.9
HEMU3,-107.3153,37.1939,6857,2006-07,3.06,70.9
HEMU3,-107.3153,37.1939,6857,2006-08,4,68.4
HEMU3,-107.3153,37.1939,6857,2006-09,2.88,56.4
HEMU3,-107.3153,37.1939,6857,2006-10,3.87,48.8
HEMU3,-107.3153,37.1939,6857,2006-11,0.19,40.7
HEMU3,-107.3153,37.1939,6857,2006-12,0.96,29.9
HEMU3,-107.3153,37.1939,6857,2007-01,0.87,28
HEMU3,-107.3153,37.1939,6857,2007-02,1.1,33.7
HEMU3,-107.3153,37.1939,6857,2007-03,1.47,42.4
HEMU3,-107.3153,37.1939,6857,2007-04,1.12,46.9
HEMU3,-107.3153,37.1939,6857,2007-05,2.54,54.5
HEMU3,-107.3153,37.1939,6857,2007-06,0.29,66.9
HEMU3,-107.3153,37.1939,6857,2007-07,1.52,72.2
HEMU3,-107.3153,37.1939,6857,2007-08,2.59,71.8
HEMU3,-107.3153,37.1939,6857,2007-09,2.19,62.5
HEMU3,-107.3153,37.1939,6857,2007-10,0.63,51.4
HEMU3,-107.3153,37.1939,6857,2007-11,0.32,43.1
HEMU3,-107.3153,37.1939,6857,2007-12,5.04,26.7
HEMU3,-107.3153,37.1939,6857,2008-01,3.89,23.1
HEMU3,-107.3153,37.1939,6857,2008-02,2.91,30.1
HEMU3,-107.3153,37.1939,6857,2008-03,0.19,38.5
HEMU3,-107.3153,37.1939,6857,2008-04,0.29,45.1
HEMU3,-107.3153,37.1939,6857,2008-05,1.01,53
HEMU3,-107.3153,37.1939,6857,2008-06,0.41,64.9
HEMU3,-107.3153,37.1939,6857,2008-07,1.74,70.4
HEMU3,-107.3153,37.1939,6857,2008-08,1.7,70.4
HEMU3,-107.3153,37.1939,6857,2008-09,1.17,61.8
HEMU3,-107.3153,37.1939,6857,2008-10,1.14,52
HEMU3,-107.3153,37.1939,6857,2008-11,1.36,41.3
HEMU3,-107.3153,37.1939,6857,2008-12,3.14,28.3
HEMU3,-107.3153,37.1939,6857,2009-01,0.74,30.7
HEMU3,-107.3153,37.1939,6857,2009-02,0.74,34.9
HEMU3,-107.3153,37.1939,6857,2009-03,0.59,40.8
HEMU3,-107.3153,37.1939,6857,2009-04,0.67,45
HEMU3,-107.3153,37.1939,6857,2009-05,2.09,58.6
HEMU3,-107.3153,37.1939,6857,2009-06,1.54,62
HEMU3,-107.3153,37.1939,6857,2009-07,1.08,71.3
HEMU3,-107.3153,37.1939,6857,2009-08,1.03,68.7
HEMU3,-107.3153,37.1939,6857,2009-09,1.51,61.5
HEMU3,-107.3153,37.1939,6857,2009-10,1.71,46.1
HEMU3,-107.3153,37.1939,6857,2009-11,0.57,41.5
HEMU3,-107.3153,37.1939,6857,2009-12,2.14,24
HEMU3,-107.3153,37.1939,6857,2010-01,3.79,28.5
HEMU3,-107.3153,37.1939,6857,2010-02,2.17,29.7
HEMU3,-107.3153,37.1939,6857,2010-03,1.15,36.6
HEMU3,-107.3153,37.1939,6857,2010-04,0.99,45.8
HEMU3,-107.3153,37.1939,6857,2010-05,0.06,52.1
HEMU3,-107.3153,37.1939,6857,2010-06,0.08,67.3
HEMU3,-107.3153,37.1939,6857,2010-07,2.65,71.5
HEMU3,-107.3153,37.1939,6857,2010-08,3.28,67.8
HEMU3,-107.3153,37.1939,6857,2010-09,1.79,63.8
HEMU3,-107.3153,37.1939,6857,2010-10,1.49,53.1
HEMU3,-107.3153,37.1939,6857,2010-11,0.25,35.8
HEMU3,-107.3153,37.1939,6857,2010-12,3.33,34.9
HEMU3,-107.3153,37.1939,6857,2011-01,0,26.6
HEMU3,-107.3153,37.1939,6857,2011-02,0.54,28.5
HEMU3,-107.3153,37.1939,6857,2011-03,0.93,41.4
HEMU3,-107.3153,37.1939,6857,2011-04,1.92,46
HEMU3,-107.3153,37.1939,6857,2011-05,1.63,50.2
HEMU3,-107.3153,37.1939,6857,2011-06,0,65.5
HEMU3,-107.3153,37.1939,6857,2011-07,1,70.2
HEMU3,-107.3153,37.1939,6857,2011-08,1.65,71.9
HEMU3,-107.3153,37.1939,6857,2011-09,1.4,62
HEMU3,-107.3153,37.1939,6857,2011-10,2.74,50.5
HEMU3,-107.3153,37.1939,6857,2011-11,0.84,37.3
HEMU3,-107.3153,37.1939,6857,2011-12,1.32,29.3
HEMU3,-107.3153,37.1939,6857,2012-01,1.06,32.2
HEMU3,-107.3153,37.1939,6857,2012-02,1.93,32.2
HEMU3,-107.3153,37.1939,6857,2012-03,0.41,42.1
HEMU3,-107.3153,37.1939,6857,2012-04,0.6,50.1
HEMU3,-107.3153,37.1939,6857,2012-05,0.5,56.9
HEMU3,-107.3153,37.1939,6857,2012-06,0.02,70.4
HEMU3,-107.3153,37.1939,6857,2012-07,2.39,70.5
HEMU3,-107.3153,37.1939,6857,2012-08,1.28,70.6
HEMU3,-107.3153,37.1939,6857,2012-09,1,62.5
HEMU3,-107.3153,37.1939,6857,2012-10,0.21,51
HEMU3,-107.3153,37.1939,6857,2012-11,0.81,41.2
HEMU3,-107.3153,37.1939,6857,2012-12,1.46,28.7
HEMU3,-107.3153,37.1939,6857,2013-01,2.19,24
HEMU3,-107.3153,37.1939,6857,2013-02,0.88,28
HEMU3,-107.3153,37.1939,6857,2013-03,0.73,39.8
HEMU3,-107.3153,37.1939,6857,2013-04,0.72,45.5
HEMU3,-107.3153,37.1939,6857,2013-05,0.5,54
HEMU3,-107.3153,37.1939,6857,2013-06,0,69
