PRISM Time Series Data
Locations: 57
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 800m
Period: 2023-01-01 - 2023-12-31
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2026-Apr-21
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F)
HEMU3,-107.8660,37.3661,7198,2023-10-26,0.00,32.4,49.6,66.9
HEMU3,-107.8660,37.3661,7198,2023-10-27,0.00,31.1,46.1,61.1
HEMU3,-107.8660,37.3661,7198,2023-10-28,0.00,38.1,50.5,62.9
HEMU3,-107.8660,37.3661,7198,2023-10-29,0.07,34.7,46.6,58.5
HEMU3,-107.8660,37.3661,7198,2023-10-30,0.00,19.8,35.7,51.6
HEMU3,-107.8660,37.3661,7198,2023-10-31,0.00,17.3,33.2,49.1
HEMU3,-107.8660,37.3661,7198,2023-11-01,0.00,19.9,36.7,53.5
HEMU3,-107.8660,37.3661,7198,2023-11-02,0.00,23.9,41.2,58.5
HEMU3,-107.8660,37.3661,7198,2023-11-03,0.00,25.8,44.4,63.0
HEMU3,-107.8660,37.3661,7198,2023-11-04,0.00,29.9,47.4,65.0
HEMU3,-107.8660,37.3661,7198,2023-11-05,0.00,31.3,49.2,67.2
HEMU3,-107.8660,37.3661,7198,2023-11-06,0.00,32.6,49.8,67.1
HEMU3,-107.8660,37.3661,7198,2023-11-07,0.00,32.0,49.6,67.2
HEMU3,-107.8660,37.3661,7198,2023-11-08,0.00,30.9,47.7,64.4
HEMU3,-107.8660,37.3661,7198,2023-11-09,0.00,23.8,38.7,53.6
HEMU3,-107.8660,37.3661,7198,2023-11-10,0.00,22.4,36.6,50.8
HEMU3,-107.8660,37.3661,7198,2023-11-11,0.00,23.1,36.7,50.3
HEMU3,-107.8660,37.3661,7198,2023-11-12,0.00,22.4,37.7,53.1
HEMU3,-107.8660,37.3661,7198,2023-11-13,0.00,23.9,41.9,59.9
HEMU3,-107.8660,37.3661,7198,2023-11-14,0.00,25.0,42.3,59.7
HEMU3,-107.8660,37.3661,7198,2023-11-15,0.00,26.4,43.5,60.7
HEMU3,-107.8660,37.3661,7198,2023-11-16,0.00,31.3,46.2,61.1
HEMU3,-107.8660,37.3661,7198,2023-11-17,0.01,32.5,45.1,57.8
HEMU3,-107.8660,37.3661,7198,2023-11-18,0.00,30.7,45.5,60.4
HEMU3,-107.8660,37.3661,7198,2023-11-19,0.05,29.1,38.5,48.0
HEMU3,-107.8660,37.3661,7198,2023-11-20,0.23,28.4,34.0,39.6
HEMU3,-107.8660,37.3661,7198,2023-11-21,0.00,24.7,35.9,47.0
HEMU3,-107.8660,37.3661,7198,2023-11-22,0.00,23.8,36.6,49.5
HEMU3,-107.8660,37.3661,7198,2023-11-23,0.00,22.9,37.1,51.3
HEMU3,-107.8660,37.3661,7198,2023-11-24,0.00,24.5,36.4,48.3
HEMU3,-107.8660,37.3661,7198,2023-11-25,0.69,20.7,28.3,35.9
HEMU3,-107.8660,37.3661,7198,2023-11-26,0.00,12.4,22.5,32.6
HEMU3,-107.8660,37.3661,7198,2023-11-27,0.00,9.5,21.3,33.1
HEMU3,-107.8660,37.3661,7198,2023-11-28,0.00,8.9,22.9,36.8
HEMU3,-107.8660,37.3661,7198,2023-11-29,0.00,11.4,27.0,42.6
HEMU3,-107.8660,37.3661,7198,2023-11-30,0.00,18.4,31.7,45.1
HEMU3,-107.8660,37.3661,7198,2023-12-01,0.09,25.1,34.0,42.9
HEMU3,-107.8660,37.3661,7198,2023-12-02,0.10,20.0,27.3,34.6
HEMU3,-107.8660,37.3661,7198,2023-12-03,0.00,16.5,26.0,35.4
HEMU3,-107.8660,37.3661,7198,2023-12-04,0.00,18.1,31.5,44.9
HEMU3,-107.8660,37.3661,7198,2023-12-05,0.00,21.8,34.7,47.6
HEMU3,-107.8660,37.3661,7198,2023-12-06,0.00,24.6,38.9,53.2
HEMU3,-107.8660,37.3661,7198,2023-12-07,0.00,25.6,40.4,55.2
HEMU3,-107.8660,37.3661,7198,2023-12-08,0.00,24.2,37.7,51.3
HEMU3,-107.8660,37.3661,7198,2023-12-09,0.02,10.6,24.1,37.6
HEMU3,-107.8660,37.3661,7198,2023-12-10,0.00,10.7,22.3,33.9
HEMU3,-107.8660,37.3661,7198,2023-12-11,0.00,10.9,24.8,38.6
HEMU3,-107.8660,37.3661,7198,2023-12-12,0.00,17.3,31.6,45.9
HEMU3,-107.8660,37.3661,7198,2023-12-13,0.00,28.4,38.4,48.5
HEMU3,-107.8660,37.3661,7198,2023-12-14,0.78,30.1,36.9,43.6
HEMU3,-107.8660,37.3661,7198,2023-12-15,0.00,24.0,31.2,38.4
HEMU3,-107.8660,37.3661,7198,2023-12-16,0.00,19.7,31.5,43.3
HEMU3,-107.8660,37.3661,7198,2023-12-17,0.00,19.1,32.7,46.3
HEMU3,-107.8660,37.3661,7198,2023-12-18,0.00,21.7,35.7,49.6
HEMU3,-107.8660,37.3661,7198,2023-12-19,0.00,23.5,37.7,51.9
HEMU3,-107.8660,37.3661,7198,2023-12-20,0.00,28.2,39.9,51.5
HEMU3,-107.8660,37.3661,7198,2023-12-21,0.11,31.5,39.1,46.7
HEMU3,-107.8660,37.3661,7198,2023-12-22,0.00,26.6,35.9,45.2
HEMU3,-107.8660,37.3661,7198,2023-12-23,0.38,27.3,37.8,48.4
HEMU3,-107.8660,37.3661,7198,2023-12-24,0.09,23.6,31.7,39.8
HEMU3,-107.8660,37.3661,7198,2023-12-25,0.00,11.8,23.4,35.0
HEMU3,-107.8660,37.3661,7198,2023-12-26,0.00,9.0,21.5,34.1
HEMU3,-107.8660,37.3661,7198,2023-12-27,0.00,10.5,23.9,37.4
HEMU3,-107.8660,37.3661,7198,2023-12-28,0.00,13.7,27.7,41.7
HEMU3,-107.8660,37.3661,7198,2023-12-29,0.00,13.7,28.0,42.3
HEMU3,-107.8660,37.3661,7198,2023-12-30,0.00,16.2,30.5,44.8
HEMU3,-107.8660,37.3661,7198,2023-12-31,0.00,17.8,32.3,46.8

HEMU3,-107.3153,37.1939,6857,2023-01-01,0.16,27.7,31.7,35.7
HEMU3,-107.3153,37.1939,6857,2023-01-02,0.77,28.7,33.5,38.2
HEMU3,-107.3153,37.1939,6857,2023-01-03,0.09,24.2,29.1,34.1
HEMU3,-107.3153,37.1939,6857,2023-01-04,0.03,13.3,21.6,29.8
HEMU3,-107.3153,37.1939,6857,2023-01-05,0.00,11.4,22.1,32.7
HEMU3,-107.3153,37.1939,6857,2023-01-06,0.00,14.0,25.2,36.4
HEMU3,-107.3153,37.1939,6857,2023-01-07,0.00,17.8,28.0,38.2
HEMU3,-107.3153,37.1939,6857,2023-01-08,0.00,16.7,30.0,43.2
HEMU3,-107.3153,37.1939,6857,2023-01-09,0.00,19.0,32.8,46.5
HEMU3,-107.3153,37.1939,6857,2023-01-10,0.01,18.4,31.9,45.4
HEMU3,-107.3153,37.1939,6857,2023-01-11,0.08,26.9,37.2,47.5
HEMU3,-107.3153,37.1939,6857,2023-01-12,0.00,16.2,29.0,41.8
HEMU3,-107.3153,37.1939,6857,2023-01-13,0.00,14.2,28.2,42.2
HEMU3,-107.3153,37.1939,6857,2023-01-14,0.00,21.3,36.7,52.0
HEMU3,-107.3153,37.1939,6857,2023-01-15,0.51,27.0,37.9,48.9
HEMU3,-107.3153,37.1939,6857,2023-01-16,0.31,25.3,28.9,32.5
HEMU3,-107.3153,37.1939,6857,2023-01-17,0.66,25.5,30.2,34.9
HEMU3,-107.3153,37.1939,6857,2023-01-18,0.40,21.9,29.0,36.1
HEMU3,-107.3153,37.1939,6857,2023-01-19,0.02,12.8,24.3,35.9
HEMU3,-107.3153,37.1939,6857,2023-01-20,0.00,12.1,22.8,33.5
HEMU3,-107.3153,37.1939,6857,2023-01-21,0.17,16.6,24.2,31.8
HEMU3,-107.3153,37.1939,6857,2023-01-22,0.00,17.0,22.7,28.4
HEMU3,-107.3153,37.1939,6857,2023-01-23,0.00,16.1,22.7,29.4
HEMU3,-107.3153,37.1939,6857,2023-01-24,0.00,15.5,26.0,36.4
HEMU3,-107.3153,37.1939,6857,2023-01-25,0.00,9.2,20.3,31.5
HEMU3,-107.3153,37.1939,6857,2023-01-26,0.00,2.4,17.2,32.1
HEMU3,-107.3153,37.1939,6857,2023-01-27,0.00,0.5,14.9,29.2
HEMU3,-107.3153,37.1939,6857,2023-01-28,0.00,4.0,18.2,32.3
HEMU3,-107.3153,37.1939,6857,2023-01-29,0.00,13.5,25.0,36.6
HEMU3,-107.3153,37.1939,6857,2023-01-30,0.00,13.3,28.0,42.7
HEMU3,-107.3153,37.1939,6857,2023-01-31,0.01,15.8,26.6,37.5
HEMU3,-107.3153,37.1939,6857,2023-02-01,0.00,5.0,21.9,38.7
HEMU3,-107.3153,37.1939,6857,2023-02-02,0.00,3.0,20.4,37.8
HEMU3,-107.3153,37.1939,6857,2023-02-03,0.00,5.5,23.4,41.4
HEMU3,-107.3153,37.1939,6857,2023-02-04,0.00,9.2,28.8,48.5
HEMU3,-107.3153,37.1939,6857,2023-02-05,0.00,13.5,30.4,47.3
HEMU3,-107.3153,37.1939,6857,2023-02-06,0.00,14.2,33.5,52.8
HEMU3,-107.3153,37.1939,6857,2023-02-07,0.00,9.3,25.3,41.2
HEMU3,-107.3153,37.1939,6857,2023-02-08,0.00,8.3,25.4,42.4
HEMU3,-107.3153,37.1939,6857,2023-02-09,0.00,7.1,24.6,42.1
HEMU3,-107.3153,37.1939,6857,2023-02-10,0.00,3.7,20.8,37.9
HEMU3,-107.3153,37.1939,6857,2023-02-11,0.00,3.6,21.8,40.1
HEMU3,-107.3153,37.1939,6857,2023-02-12,0.00,8.4,30.0,51.6
HEMU3,-107.3153,37.1939,6857,2023-02-13,0.00,18.2,35.0,51.7
HEMU3,-107.3153,37.1939,6857,2023-02-14,0.15,19.6,35.3,51.1
HEMU3,-107.3153,37.1939,6857,2023-02-15,0.57,24.1,28.2,32.3
HEMU3,-107.3153,37.1939,6857,2023-02-16,0.06,8.2,16.3,24.5
HEMU3,-107.3153,37.1939,6857,2023-02-17,0.00,-1.6,12.8,27.1
HEMU3,-107.3153,37.1939,6857,2023-02-18,0.00,-2.0,20.0,41.9
HEMU3,-107.3153,37.1939,6857,2023-02-19,0.00,7.6,25.0,42.4
HEMU3,-107.3153,37.1939,6857,2023-02-20,0.00,19.7,33.4,47.0
HEMU3,-107.3153,37.1939,6857,2023-02-21,0.00,19.2,33.6,47.9
HEMU3,-107.3153,37.1939,6857,2023-02-22,0.33,20.2,34.1,48.1
HEMU3,-107.3153,37.1939,6857,2023-02-23,0.16,15.8,25.5,35.2
HEMU3,-107.3153,37.1939,6857,2023-02-24,0.17,15.2,22.5,29.8
HEMU3,-107.3153,37.1939,6857,2023-02-25,0.00,17.0,28.9,40.8
HEMU3,-107.3153,37.1939,6857,2023-02-26,0.00,18.0,34.2,50.4
HEMU3,-107.3153,37.1939,6857,2023-02-27,0.03,10.3,25.6,40.8
HEMU3,-107.3153,37.1939,6857,2023-02-28,0.00,8.1,23.1,38.1
HEMU3,-107.3153,37.1939,6857,2023-03-01,0.07,21.0,28.8,36.6
HEMU3,-107.3153,37.1939,6857,2023-03-02,0.35,22.2,27.9,33.6
HEMU3,-107.3153,37.1939,6857,2023-03-03,0.00,17.0,31.2,45.3
HEMU3,-107.3153,37.1939,6857,2023-03-04,0.00,17.3,29.3,41.4
HEMU3,-107.3153,37.1939,6857,2023-03-05,0.00,17.1,31.5,45.8
HEMU3,-107.3153,37.1939,6857,2023-03-06,0.00,22.6,34.7,46.7
HEMU3,-107.3153,37.1939,6857,2023-03-07,0.00,25.6,38.2,50.8
HEMU3,-107.3153,37.1939,6857,2023-03-08,0.00,24.4,37.4,50.4
HEMU3,-107.3153,37.1939,6857,2023-03-09,0.00,23.2,37.9,52.6
HEMU3,-107.3153,37.1939,6857,2023-03-10,0.00,24.8,36.5,48.1
HEMU3,-107.3153,37.1939,6857,2023-03-11,0.72,29.2,37.4,45.6
HEMU3,-107.3153,37.1939,6857,2023-03-12,0.07,32.8,39.5,46.3
HEMU3,-107.3153,37.1939,6857,2023-03-13,0.07,31.4,38.6,45.7
HEMU3,-107.3153,37.1939,6857,2023-03-14,0.00,29.8,38.7,47.7
HEMU3,-107.3153,37.1939,6857,2023-03-15,0.01,30.6,40.8,51.1
HEMU3,-107.3153,37.1939,6857,2023-03-16,0.85,33.1,37.1,41.1
HEMU3,-107.3153,37.1939,6857,2023-03-17,0.42,21.8,31.9,42.1
HEMU3,-107.3153,37.1939,6857,2023-03-18,0.02,20.9,30.3,39.7
HEMU3,-107.3153,37.1939,6857,2023-03-19,0.07,20.0,32.0,44.0
HEMU3,-107.3153,37.1939,6857,2023-03-20,0.19,25.3,34.8,44.4
HEMU3,-107.3153,37.1939,6857,2023-03-21,0.45,29.7,33.6,37.5
HEMU3,-107.3153,37.1939,6857,2023-03-22,1.08,31.0,33.9,36.9
HEMU3,-107.3153,37.1939,6857,2023-03-23,0.23,27.5,36.3,45.2
HEMU3,-107.3153,37.1939,6857,2023-03-24,0.00,20.5,31.7,42.8
HEMU3,-107.3153,37.1939,6857,2023-03-25,0.10,17.2,28.8,40.5
HEMU3,-107.3153,37.1939,6857,2023-03-26,0.00,13.8,24.1,34.4
HEMU3,-107.3153,37.1939,6857,2023-03-27,0.03,15.8,26.1,36.4
HEMU3,-107.3153,37.1939,6857,2023-03-28,0.00,13.7,25.1,36.6
HEMU3,-107.3153,37.1939,6857,2023-03-29,0.00,13.6,31.6,49.5
HEMU3,-107.3153,37.1939,6857,2023-03-30,0.00,25.9,41.8,57.6
HEMU3,-107.3153,37.1939,6857,2023-03-31,0.05,24.3,38.3,52.3
HEMU3,-107.3153,37.1939,6857,2023-04-01,0.00,21.1,32.3,43.4
HEMU3,-107.3153,37.1939,6857,2023-04-02,0.00,20.6,37.6,54.5
HEMU3,-107.3153,37.1939,6857,2023-04-03,0.00,26.0,42.2,58.5
HEMU3,-107.3153,37.1939,6857,2023-04-04,0.03,23.8,41.5,59.1
HEMU3,-107.3153,37.1939,6857,2023-04-05,0.04,16.5,22.4,28.4
HEMU3,-107.3153,37.1939,6857,2023-04-06,0.00,12.9,23.6,34.2
HEMU3,-107.3153,37.1939,6857,2023-04-07,0.00,13.1,32.6,52.2
HEMU3,-107.3153,37.1939,6857,2023-04-08,0.00,29.5,44.7,59.8
HEMU3,-107.3153,37.1939,6857,2023-04-09,0.00,29.6,44.1,58.5
HEMU3,-107.3153,37.1939,6857,2023-04-10,0.00,29.5,47.2,64.8
HEMU3,-107.3153,37.1939,6857,2023-04-11,0.00,32.9,52.2,71.6
HEMU3,-107.3153,37.1939,6857,2023-04-12,0.00,36.3,55.5,74.7
HEMU3,-107.3153,37.1939,6857,2023-04-13,0.00,40.0,55.4,70.8
HEMU3,-107.3153,37.1939,6857,2023-04-14,0.00,37.6,50.1,62.6
HEMU3,-107.3153,37.1939,6857,2023-04-15,0.04,26.5,37.4,48.3
HEMU3,-107.3153,37.1939,6857,2023-04-16,0.00,23.6,40.7,57.8
HEMU3,-107.3153,37.1939,6857,2023-04-17,0.00,23.6,43.3,62.9
HEMU3,-107.3153,37.1939,6857,2023-04-18,0.00,29.8,48.4,67.1
HEMU3,-107.3153,37.1939,6857,2023-04-19,0.00,33.6,48.7,63.9
HEMU3,-107.3153,37.1939,6857,2023-04-20,0.00,20.6,37.7,54.9
HEMU3,-107.3153,37.1939,6857,2023-04-21,0.00,20.4,33.8,47.2
HEMU3,-107.3153,37.1939,6857,2023-04-22,0.00,19.6,37.6,55.7
HEMU3,-107.3153,37.1939,6857,2023-04-23,0.00,27.2,42.7,58.3
HEMU3,-107.3153,37.1939,6857,2023-04-24,0.02,27.1,43.1,59.0
HEMU3,-107.3153,37.1939,6857,2023-04-25,0.03,33.3,45.7,58.1
HEMU3,-107.3153,37.1939,6857,2023-04-26,0.00,27.8,43.1,58.5
HEMU3,-107.3153,37.1939,6857,2023-04-27,0.00,26.7,43.4,60.1
HEMU3,-107.3153,37.1939,6857,2023-04-28,0.00,31.0,49.7,68.4
HEMU3,-107.3153,37.1939,6857,2023-04-29,0.00,33.0,48.4,63.7
HEMU3,-107.3153,37.1939,6857,2023-04-30,0.00,33.4,53.5,73.6
HEMU3,-107.3153,37.1939,6857,2023-05-01,0.00,41.4,59.5,77.7
HEMU3,-107.3153,37.1939,6857,2023-05-02,0.00,44.4,60.7,77.1
HEMU3,-107.3153,37.1939,6857,2023-05-03,0.00,44.6,57.9,71.2
HEMU3,-107.3153,37.1939,6857,2023-05-04,0.00,43.8,60.6,77.5
HEMU3,-107.3153,37.1939,6857,2023-05-05,0.00,38.3,53.8,69.4
HEMU3,-107.3153,37.1939,6857,2023-05-06,0.00,38.1,51.3,64.5
HEMU3,-107.3153,37.1939,6857,2023-05-07,0.00,37.3,52.0,66.7
HEMU3,-107.3153,37.1939,6857,2023-05-08,0.00,39.0,52.3,65.5
HEMU3,-107.3153,37.1939,6857,2023-05-09,0.00,40.7,57.1,73.5
HEMU3,-107.3153,37.1939,6857,2023-05-10,0.00,41.1,58.2,75.4
HEMU3,-107.3153,37.1939,6857,2023-05-11,0.02,38.3,54.6,71.0
HEMU3,-107.3153,37.1939,6857,2023-05-12,0.00,37.9,51.8,65.6
HEMU3,-107.3153,37.1939,6857,2023-05-13,0.00,39.4,56.8,74.1
HEMU3,-107.3153,37.1939,6857,2023-05-14,0.29,43.6,56.5,69.5
HEMU3,-107.3153,37.1939,6857,2023-05-15,0.14,43.1,57.5,71.9
HEMU3,-107.3153,37.1939,6857,2023-05-16,0.10,44.2,57.0,69.7
HEMU3,-107.3153,37.1939,6857,2023-05-17,0.00,44.3,59.6,75.0
HEMU3,-107.3153,37.1939,6857,2023-05-18,0.00,47.5,60.8,74.0
HEMU3,-107.3153,37.1939,6857,2023-05-19,0.10,42.7,56.9,71.1
HEMU3,-107.3153,37.1939,6857,2023-05-20,0.21,42.4,54.7,66.9
HEMU3,-107.3153,37.1939,6857,2023-05-21,0.21,43.2,55.3,67.3
HEMU3,-107.3153,37.1939,6857,2023-05-22,0.08,43.8,55.9,68.0
HEMU3,-107.3153,37.1939,6857,2023-05-23,0.04,42.5,55.7,68.9
HEMU3,-107.3153,37.1939,6857,2023-05-24,0.00,44.5,58.2,71.8
HEMU3,-107.3153,37.1939,6857,2023-05-25,0.00,46.5,61.9,77.2
HEMU3,-107.3153,37.1939,6857,2023-05-26,0.00,47.6,62.4,77.2
HEMU3,-107.3153,37.1939,6857,2023-05-27,0.00,47.4,62.7,78.0
HEMU3,-107.3153,37.1939,6857,2023-05-28,0.00,43.0,58.6,74.1
HEMU3,-107.3153,37.1939,6857,2023-05-29,0.00,44.0,60.0,75.9
HEMU3,-107.3153,37.1939,6857,2023-05-30,0.00,47.4,63.2,78.9
HEMU3,-107.3153,37.1939,6857,2023-05-31,0.00,48.0,62.6,77.2
HEMU3,-107.3153,37.1939,6857,2023-06-01,0.16,41.6,56.4,71.1
HEMU3,-107.3153,37.1939,6857,2023-06-02,0.02,39.6,54.8,70.1
HEMU3,-107.3153,37.1939,6857,2023-06-03,0.00,41.4,54.0,66.5
HEMU3,-107.3153,37.1939,6857,2023-06-04,0.10,43.3,56.7,70.2
HEMU3,-107.3153,37.1939,6857,2023-06-05,0.00,46.1,60.6,75.1
HEMU3,-107.3153,37.1939,6857,2023-06-06,0.14,46.9,62.7,78.5
HEMU3,-107.3153,37.1939,6857,2023-06-07,0.50,45.3,61.3,77.3
HEMU3,-107.3153,37.1939,6857,2023-06-08,0.05,43.1,58.1,73.0
HEMU3,-107.3153,37.1939,6857,2023-06-09,0.00,44.1,60.0,75.9
HEMU3,-107.3153,37.1939,6857,2023-06-10,0.00,45.8,61.8,77.9
HEMU3,-107.3153,37.1939,6857,2023-06-11,0.00,45.0,61.0,77.1
HEMU3,-107.3153,37.1939,6857,2023-06-12,0.00,49.1,64.5,79.9
HEMU3,-107.3153,37.1939,6857,2023-06-13,0.00,43.2,57.0,70.8
HEMU3,-107.3153,37.1939,6857,2023-06-14,0.02,42.8,55.2,67.6
HEMU3,-107.3153,37.1939,6857,2023-06-15,0.01,43.3,60.5,77.7
HEMU3,-107.3153,37.1939,6857,2023-06-16,0.00,46.8,60.9,75.1
HEMU3,-107.3153,37.1939,6857,2023-06-17,0.00,43.8,58.8,73.9
HEMU3,-107.3153,37.1939,6857,2023-06-18,0.05,43.9,58.0,72.0
HEMU3,-107.3153,37.1939,6857,2023-06-19,0.00,45.9,63.1,80.3
HEMU3,-107.3153,37.1939,6857,2023-06-20,0.00,50.2,66.7,83.3
HEMU3,-107.3153,37.1939,6857,2023-06-21,0.00,50.6,66.4,82.3
HEMU3,-107.3153,37.1939,6857,2023-06-22,0.00,50.1,67.4,84.8
HEMU3,-107.3153,37.1939,6857,2023-06-23,0.00,51.8,68.4,85.0
HEMU3,-107.3153,37.1939,6857,2023-06-24,0.00,48.2,65.2,82.2
HEMU3,-107.3153,37.1939,6857,2023-06-25,0.00,46.7,64.8,82.9
HEMU3,-107.3153,37.1939,6857,2023-06-26,0.00,50.1,68.0,86.0
HEMU3,-107.3153,37.1939,6857,2023-06-27,0.01,54.9,70.6,86.4
HEMU3,-107.3153,37.1939,6857,2023-06-28,0.00,55.2,71.2,87.2
HEMU3,-107.3153,37.1939,6857,2023-06-29,0.00,55.7,70.1,84.4
HEMU3,-107.3153,37.1939,6857,2023-06-30,0.00,54.0,69.6,85.1
HEMU3,-107.3153,37.1939,6857,2023-07-01,0.00,43.9,62.6,81.3
HEMU3,-107.3153,37.1939,6857,2023-07-02,0.00,44.6,64.9,85.3
HEMU3,-107.3153,37.1939,6857,2023-07-03,0.00,46.1,64.3,82.4
HEMU3,-107.3153,37.1939,6857,2023-07-04,0.00,46.6,67.9,89.2
HEMU3,-107.3153,37.1939,6857,2023-07-05,0.00,46.6,68.1,89.5
HEMU3,-107.3153,37.1939,6857,2023-07-06,0.00,43.3,65.3,87.3
HEMU3,-107.3153,37.1939,6857,2023-07-07,0.00,44.7,65.8,86.9
HEMU3,-107.3153,37.1939,6857,2023-07-08,0.00,44.4,66.1,87.7
HEMU3,-107.3153,37.1939,6857,2023-07-09,0.00,43.0,64.9,86.8
HEMU3,-107.3153,37.1939,6857,2023-07-10,0.00,44.7,67.2,89.6
HEMU3,-107.3153,37.1939,6857,2023-07-11,0.00,48.2,67.8,87.4
HEMU3,-107.3153,37.1939,6857,2023-07-12,0.00,49.1,69.6,90.1
HEMU3,-107.3153,37.1939,6857,2023-07-13,0.00,50.9,70.2,89.5
HEMU3,-107.3153,37.1939,6857,2023-07-14,0.00,51.6,70.9,90.3
HEMU3,-107.3153,37.1939,6857,2023-07-15,0.00,48.3,70.4,92.6
HEMU3,-107.3153,37.1939,6857,2023-07-16,0.00,46.9,69.2,91.6
HEMU3,-107.3153,37.1939,6857,2023-07-17,0.00,46.2,69.9,93.6
HEMU3,-107.3153,37.1939,6857,2023-07-18,0.00,48.8,72.6,96.4
HEMU3,-107.3153,37.1939,6857,2023-07-19,0.00,53.6,73.8,94.1
HEMU3,-107.3153,37.1939,6857,2023-07-20,0.00,54.7,73.3,91.9
HEMU3,-107.3153,37.1939,6857,2023-07-21,0.00,52.5,72.2,92.0
HEMU3,-107.3153,37.1939,6857,2023-07-22,0.00,51.5,72.2,92.9
HEMU3,-107.3153,37.1939,6857,2023-07-23,0.00,53.7,71.9,90.2
HEMU3,-107.3153,37.1939,6857,2023-07-24,0.00,53.5,73.2,92.9
HEMU3,-107.3153,37.1939,6857,2023-07-25,0.00,54.2,74.0,93.8
HEMU3,-107.3153,37.1939,6857,2023-07-26,0.00,55.1,74.2,93.4
HEMU3,-107.3153,37.1939,6857,2023-07-27,0.00,54.9,74.0,93.2
HEMU3,-107.3153,37.1939,6857,2023-07-28,0.00,57.5,73.8,90.2
HEMU3,-107.3153,37.1939,6857,2023-07-29,0.00,57.3,74.3,91.3
HEMU3,-107.3153,37.1939,6857,2023-07-30,0.00,57.2,75.1,93.1
HEMU3,-107.3153,37.1939,6857,2023-07-31,0.37,56.9,71.9,87.0
HEMU3,-107.3153,37.1939,6857,2023-08-01,0.02,57.2,71.7,86.2
HEMU3,-107.3153,37.1939,6857,2023-08-02,0.00,56.3,70.2,84.1
HEMU3,-107.3153,37.1939,6857,2023-08-03,0.09,53.2,70.0,86.8
HEMU3,-107.3153,37.1939,6857,2023-08-04,0.00,51.2,67.7,84.3
HEMU3,-107.3153,37.1939,6857,2023-08-05,0.00,52.7,70.1,87.5
HEMU3,-107.3153,37.1939,6857,2023-08-06,0.00,52.4,70.4,88.5
HEMU3,-107.3153,37.1939,6857,2023-08-07,0.00,53.1,70.6,88.1
HEMU3,-107.3153,37.1939,6857,2023-08-08,0.00,50.7,68.8,86.9
HEMU3,-107.3153,37.1939,6857,2023-08-09,0.00,50.2,66.2,82.1
HEMU3,-107.3153,37.1939,6857,2023-08-10,0.00,49.8,67.7,85.5
HEMU3,-107.3153,37.1939,6857,2023-08-11,0.00,52.2,66.8,81.4
HEMU3,-107.3153,37.1939,6857,2023-08-12,0.10,53.1,69.1,85.0
HEMU3,-107.3153,37.1939,6857,2023-08-13,0.02,56.9,69.1,81.2
HEMU3,-107.3153,37.1939,6857,2023-08-14,0.02,58.2,71.2,84.1
HEMU3,-107.3153,37.1939,6857,2023-08-15,0.00,57.2,64.4,71.5
HEMU3,-107.3153,37.1939,6857,2023-08-16,0.00,54.6,67.8,81.0
HEMU3,-107.3153,37.1939,6857,2023-08-17,0.00,54.5,70.2,85.9
HEMU3,-107.3153,37.1939,6857,2023-08-18,0.09,55.7,74.3,92.8
HEMU3,-107.3153,37.1939,6857,2023-08-19,0.00,54.6,70.2,85.8
HEMU3,-107.3153,37.1939,6857,2023-08-20,0.00,54.9,72.0,89.1
HEMU3,-107.3153,37.1939,6857,2023-08-21,0.00,58.2,73.3,88.3
HEMU3,-107.3153,37.1939,6857,2023-08-22,0.00,60.7,73.8,87.0
HEMU3,-107.3153,37.1939,6857,2023-08-23,0.03,57.4,71.6,85.8
HEMU3,-107.3153,37.1939,6857,2023-08-24,0.03,57.5,68.9,80.3
HEMU3,-107.3153,37.1939,6857,2023-08-25,0.11,54.5,66.1,77.6
HEMU3,-107.3153,37.1939,6857,2023-08-26,0.00,54.8,67.1,79.4
HEMU3,-107.3153,37.1939,6857,2023-08-27,0.26,55.7,70.0,84.2
HEMU3,-107.3153,37.1939,6857,2023-08-28,0.07,54.9,68.0,81.0
HEMU3,-107.3153,37.1939,6857,2023-08-29,0.00,54.2,71.0,87.9
HEMU3,-107.3153,37.1939,6857,2023-08-30,0.00,53.1,69.1,85.1
HEMU3,-107.3153,37.1939,6857,2023-08-31,0.00,53.5,70.4,87.3
HEMU3,-107.3153,37.1939,6857,2023-09-01,0.00,49.7,69.2,88.6
HEMU3,-107.3153,37.1939,6857,2023-09-02,0.00,51.3,69.7,88.1
HEMU3,-107.3153,37.1939,6857,2023-09-03,0.00,56.1,68.9,81.7
HEMU3,-107.3153,37.1939,6857,2023-09-04,0.00,50.6,66.7,82.8
HEMU3,-107.3153,37.1939,6857,2023-09-05,0.00,46.1,60.5,75.0
HEMU3,-107.3153,37.1939,6857,2023-09-06,0.00,41.9,61.2,80.5
HEMU3,-107.3153,37.1939,6857,2023-09-07,0.00,41.5,62.7,83.9
HEMU3,-107.3153,37.1939,6857,2023-09-08,0.00,41.5,63.5,85.5
HEMU3,-107.3153,37.1939,6857,2023-09-09,0.00,39.9,63.1,86.4
