ObjectID,GlobalID,Date,DateYMD,Coordinate Source,Accuracy,Accuracy of GPS Unit,GPS Datum,Latitude,Longitude,Elevation,Unit,Ranger District,Org_Code,Forest Name,Area Within District,Land owner,Location Details,CreationDate,Creator,EditDate,Editor,x,y
133,b3f28c81-20f1-47c6-9cd6-1ae224b0e5a2,########,20240627,GPS,GPS,Within 5m,WGS84,43.81292,-104.632,4309,feet,20609,20609,Medicine Bow-Routt National Forest,FR1243.A,USFS,"From Fairview, head east on highway 58. Turn north on Mush Creek Rd. Drive 0.7mi then turn west onUpton Fairview Rd for 1 mi. Turn east on FR1243.A for .4mi. Site is 1000ft SW of rd.",########,cnhp_guest4,########,cnhp_guest4,-104.632,43.81292
134,e1761dde-8a9b-465c-bb58-fe3d8870fa1a,########,20240627,GPS,GPS,Within 5m,WGS84,43.82573,-104.64,4263,feet,20609,20609,Medicine Bow-Routt National Forest,FS1243,USFS,"From Fairview, head east on Mush Creek Rd for .7 miles. Then head north on Upton Fairview Rd for 1.7 miles.",########,cnhp_guest4,########,cnhp_guest4,-104.64,43.82573
135,44031259-892e-47ea-90c9-ef7cf5c4d81a,########,20240628,GPS,GPS,Within 5m,WGS84,44.14531,-104.491,4615,feet,20609,20609,Medicine Bow-Routt National Forest,FR913.A,USFS,"1.5mi
From Uptown, take 116 E and head East for 9.2 miles. Take Old Sundance Rd 1.2 miles South. Take FR913.A 1500 feet. Point west of fork.",########,cnhp_guest4,########,cnhp_guest4,-104.491,44.14531
136,f66e52f6-dd50-432b-8c9e-3c1d5965c8da,########,20240629,GPS,GPS,Within 5m,WGS84,44.70225,-105.299,3795,feet,20609,20609,Medicine Bow-Routt National Forest,FR 1032,USFS,"From Gillette go N on hwy 14 turn NE onto hwy 59, then SE o toCR 49. Turn E onto FR 1013 and travel approx. 1.2 mi. Site is on S side of road.",########,cnhp_guest4,########,cnhp_guest4,-105.299,44.70225
137,012b60e9-c3ae-4bd9-926f-f0801afa9d5d,########,20240629,GPS,GPS,Within 5m,WGS84,44.70134,-105.287,3853,feet,20609,20609,Medicine Bow-Routt National Forest,SODA,USFS,"From Weston go NEon CR 59 then turn E onto Heald rd. Turn N onto FR 1247 then W onto FR 1247.B/SODA. Continue approx. 1.5mi passing through fenceline on E side of road. Park at road end,collection at end of road.",########,cnhp_guest4,########,cnhp_guest4,-105.287,44.70134
138,3f53f224-0dfd-4f29-ad91-547ff62d228d,########,20240630,GPS,GPS,Within 5m,WGS84,43.67179,-104.83,4340,feet,20609,20609,Medicine Bow-Routt National Forest,Fields Draw,USFS,"From Wright, head south on WY-59 for 2 miles. Turn east on WY-450 E for 34 miles. Turn east on Cellers Loop Rd. Drive for 2.3 miles then head NW 2000ft. The site will be a disturbed cattle field.",########,cnhp_guest4,########,cnhp_guest4,-104.83,43.67179
139,5a7fccfd-c7ba-4498-badd-a7ecc7a37323,########,20240630,GPS,GPS,Within 5m,WGS84,43.9355,-104.651,4348,feet,20609,20609,Medicine Bow-Routt National Forest,FR1227,USFS,"From Upton, head south on county road 59 for approximately 10 miles. Head west 4255 feet on FR 1227. Walk 800 feet north.",########,cnhp_guest4,########,cnhp_guest4,-104.651,43.9355
140,07714eac-94f7-4e40-aa40-d36671270cd2,########,20240630,GPS,GPS,Within 5m,WGS84,44.07603,-104.671,4238,feet,20609,20609,Medicine Bow-Routt National Forest,Lonetree Creek,USFS,"Fro Upton, head  W on CR34. Turn S onto FS911.D and continueonto 911.A.Atthe intersection with 911.A,  site is 500 ft to the SW.",########,cnhp_guest4,########,cnhp_guest4,-104.671,44.07603
141,4007e844-372a-4ae1-b0e0-c6b9ef71c9e8,########,20240630,GPS,GPS,Within 5m,WGS84,44.02487,-104.513,4212,feet,20609,20609,Medicine Bow-Routt National Forest,FR 1325,USFS,From Upton go SE on hwy 16 then turn N on FR 1325.A. Taketo intersection with FR 1325 andpark. Site is on S side of road.,########,cnhp_guest4,########,cnhp_guest4,-104.513,44.02487
142,4130e9c4-c022-4da9-80fb-b6213cb4859c,########,20240630,GPS,GPS,Within 5m,WGS84,44.04659,-104.406,4521,feet,20609,20609,Medicine Bow-Routt National Forest,Sunquist Draw,USFS,"From Osage, head nw on E Railroad St then east on Skull Creek Rd for 5.9 miles. Keep west at the first fork in 0.1 miles then again in 0.5 miles. Site will be north of rd about 200ft.",########,cnhp_guest4,########,cnhp_guest4,-104.406,44.04659
143,e363402c-d957-4c6b-83fb-448891949459,########,20240701,GPS,GPS,Within 5m,WGS84,43.2693,-105.172,4680,feet,20609,20609,Medicine Bow-Routt National Forest,FS970.S4,USFS,"From Bill, head north on WY-40 for 2 miles. Turn east on 1430.D, drive for about 4 miles, then turn east onto FS970.S4. Park where rd ends then walk 600ft to the north.",########,cnhp_guest4,########,cnhp_guest4,-105.172,43.2693
144,f97435c6-6388-43cf-9757-a500a79ef4d3,########,20240612,GPS,GPS,Within 5m,WGS84,40.20776,-105.524,8400,feet,21001,21001,Arapaho and Roosevelt National Forests,Olive ridge campground,USFS,"West side of hwy 7, east facing, pondo forest, could start from CG but probably also from Lab Rd or 84W",########,cnhp_guest4,########,cnhp_guest4,-105.524,40.20776
145,a401b842-0e9e-4d97-a323-1fdf1c0fcb4b,########,20240709,GPS,GPS,Within 5m,WGS84,42.25833,-105.482,7643,feet,20609,20609,Medicine Bow-Routt National Forest,Laramie Peak Trail,USFS,"From Douglas, head S on CR 94 to CR5. Then head South about 20 miles. Turn east on 671.A. Park at Trailhead. About 1 mile.",########,ac15_CSUesri,########,ac15_CSUesri,-105.482,42.25833
146,f15ced72-b199-41e2-b695-fc1b048ac31a,########,20240711,GPS,GPS,Within 5m,WGS84,41.23576,-105.429,8599,feet,20605,20605,Medicine Bow-Routt National Forest,Summit Trail,USFS,"From Laramie, take hwy 80 S then turn SE onto happyJack road, take until it turns into FR 705. Take for approx. 700 ft then turn into summit trail parking lot. Site is on N side of parking lot.",########,ac15_CSUesri,########,ac15_CSUesri,-105.429,41.23576
147,21ffd6f5-8da4-42c5-a123-974cc0b1d18f,########,20240711,GPS,GPS,Within 5m,WGS84,41.17747,-105.322,7764,feet,20605,20605,Medicine Bow-Routt National Forest,Little Crow Creek,USFS,"From Laramie, take hwy 80 S then turn E onto FR 700 and continue for approx. 5 miles. Site is on NW side of road, at bend before FR 700.A.",########,ac15_CSUesri,########,ac15_CSUesri,-105.322,41.17747
148,4d1bd7e3-3543-4832-80b2-1562a965e0ee,########,20240711,GPS,GPS,Within 5m,WGS84,41.19973,-105.36,8213,feet,20605,20605,Medicine Bow-Routt National Forest,FR 707.A,USFS,From Laramie take hwy 80 S then turn E onto FR 707. Turn E again onto 707.A and travel approx. 1.7mi. Site is in open woodland/sagebrush community.,########,ac15_CSUesri,########,ac15_CSUesri,-105.36,41.19973
149,b5f20c4d-fe46-47b8-8e73-ec591a36b3ae,########,20240713,GPS,GPS,Within 5m,WGS84,41.21565,-105.414,8282,feet,20605,20605,Medicine Bow-Routt National Forest,FR 705.J,USFS,From Laramie take hwy 80 S and take the exit for Happy Jack rd. Turn SE to pass the Lincoln memorial and continue onto Blair Wallis Rd. Turn N onto FR 707.J and park right after intersection. Site is on W side of road.,########,ac15_CSUesri,########,ac15_CSUesri,-105.414,41.21565
150,3c9a8deb-6a24-46ae-8161-deedfdb4f72d,########,20240713,GPS,GPS,Within 5m,WGS84,41.20501,-105.39,8405,feet,20605,20605,Medicine Bow-Routt National Forest,Headquarters Road,USFS,"From Laramie, take I80 E until FR705. Turn left onto FR707 (Headquarters rd) and drive 1 mi N. Site is both sides of the road",########,ac15_CSUesri,########,ac15_CSUesri,-105.39,41.20501
151,a2ea4906-4a33-47a6-8c5a-e944fd0aae43,########,20240713,GPS,GPS,Within 5m,WGS84,41.20372,-105.39,8364,feet,20605,20605,Medicine Bow-Routt National Forest,707.A,USFS,"From Laramie take hwy 80 S and take exit for Happy Jack rd, go SE and continue onto BlairWallis rd/FR 707. Turn N onto Headquarters rd., then E onto Service rd 707AF/FR 707.A. park approx. 500ft down road. Site is on wet meadow N of road by trail.",########,ac15_CSUesri,########,ac15_CSUesri,-105.39,41.20372
152,f8bda9c9-cd98-4ff0-9221-3a3a5544b613,########,20240714,GPS,GPS,Within 5m,WGS84,41.22803,-105.409,8564,feet,20605,20605,Medicine Bow-Routt National Forest,Pole mountain trail.,USFS,From La4amie take hwy 80 S and take the exit for Happy Jack rd. Turn SE and continue onto FR 705/Blair Wallis rd. Turn N onto FR 705.J and continue until end. Collect on either side of trail up to point.,########,ac15_CSUesri,########,ac15_CSUesri,-105.409,41.22803
153,003c56ea-2de9-449f-9961-ab69aa98ffc8,########,20240714,GPS,GPS,Within 5m,WGS84,41.22718,-105.347,8138,feet,20605,20605,Medicine Bow-Routt National Forest,Salt Lake/FR 701.GA,USFS,From Laramie take I80S. Take exit 210 - Happy Jack Rd N. Turn north onto FR 701. The lake is approx. 4300 ft away from the coordinates along 701.G.,########,ac15_CSUesri,########,ac15_CSUesri,-105.347,41.22718
154,28e0f0bd-f5ce-4b16-836a-4ff26da19283,########,20240715,GPS,GPS,Within 10m,WGS84,41.16382,-105.364,8021,feet,20605,20605,Medicine Bow-Routt National Forest,E Turtle Rock trail,USFS,"From Laramie take hwy 80S to Vedauwoo exit go E. Turn N into Vedauwoo recreation area and keep E towards E Turtle Rock trailhead. Park in TH lot, then walk approx 2,000 ft NE. Site is on W riverbank hillside. ",########,ac15_CSUesri,########,ac15_CSUesri,-105.364,41.16382
155,fbf3fd32-0ce0-4c41-9eb8-2911e2b88ba7,########,20240709,GPS,GPS,Within 5m,WGS84,37.65955,-103.607,4578,feet,21206,21206,Pike and San Isabel National Forests,Whithers TH,USFS,"From La Junta, head south on CO highway 109. Then turn west onto David Canyon Rd. Go South on County Rd 25. Head east at intersection with Picket Wire Corral. In 4000 ft, at cattle guard, site 100 ft North of road.",########,cnhp_guest4,########,cnhp_guest4,-103.607,37.65955
156,dfec0a8c-6e66-4419-b73c-3d3be08b5c38,########,20240713,GPS,GPS,Within 5m,WGS84,37.31077,-105.139,10529,feet,21203,21203,Pike and San Isabel National Forests,Bear Lake,USFS,"From Bear Lake CG in tne San Isbel national forest, head S on FS422, then continue onto 436 for 600 ft. Site is S of Rd.",########,cnhp_guest4,########,cnhp_guest4,-105.139,37.31077
157,c8c75039-da77-4b5f-8e94-8430914e3599,########,20240713,GPS,GPS,Within 5m,WGS84,37.31509,-105.141,10505,feet,21203,21203,Pike and San Isabel National Forests,FS 422.A,USFS,"From La Veta, take CO highway 12 S to FS 422 W. Head NW on 422.A for 0.3 miles. Site is on slope E of road.",########,cnhp_guest4,########,cnhp_guest4,-105.141,37.31509
158,e4a1955b-2630-4356-a1ab-4f79d18e4b14,########,20240715,GPS,GPS,Within 5m,WGS84,37.88281,-105.207,7851,feet,21203,21203,Pike and San Isabel National Forests,Campground on 440.A,USFS,"From Gardener, head N on highway 634. Head E on FS 440.A. Site is camground S of road.",########,cnhp_guest4,########,cnhp_guest4,-105.207,37.88281
159,22e8b2cb-4905-495b-ba35-606bf115a93d,########,20240710,GPS,GPS,Within 5m,WGS84,37.66104,-103.569,4513,feet,21206,21206,Pike and San Isabel National Forests,Withers Canyon trailhead,USFS,"From LaJunta, head S on CO Hwy 109, then W on CR602. Head S on FS500 until you reach the Picketwire Corrals. Turn E and follow signs for Withers Canyon Trailhead. Park at TH and walk about 500 ft down the trail. SCSC localized to rocky canyon proper, BOCU foundon surrounding hillslopes.",########,cnhp_guest4,########,cnhp_guest4,-103.569,37.66104
160,dbe325fb-6917-4f7d-bb3b-c5c9f0fa5fba,########,20240710,GPS,GPS,Within 5m,WGS84,37.65202,-103.647,4503,feet,21206,21206,Pike and San Isabel National Forests,Minnie Canyon,USFS,"From La Junta, head south on CO highway 109 for 12 miles. Go west on county rd 602 for 8 miles. Go south on Rourke Rd for 7.5 miles. Head south on fr 2188 for 1800 ft, until road ends. Walk 1000 ft south to site.",########,cnhp_guest4,########,cnhp_guest4,-103.647,37.65202
161,d8762dbd-e74d-4130-92c9-629a51176b6c,########,20240710,GPS,GPS,Within 5m,WGS84,37.75375,-103.599,4521,feet,21206,21206,Pike and San Isabel National Forests,Vogel Canyon Rd,USFS,"From La Junta, head S on CO Hwy 109, then W on CR602. Head SE on FS500 for 6.6 miles. Site is 100 ft N of Rd.",########,cnhp_guest4,########,cnhp_guest4,-103.599,37.75375
162,e2a84d01-b3c4-40af-bd2a-ee93ef187ad0,########,20240710,GPS,GPS,Within 5m,WGS84,37.76436,-103.513,4250,feet,21206,21206,Pike and San Isabel National Forests,Vogel Canyon,USFS,"From LaJunta, head S on CO Hwy 109, then W on CR602. Head S on FR2200.C towards Vogel Canyon. Park at picnic area and walk S on Canyon Trail approximately 1300 ft.",########,cnhp_guest4,########,cnhp_guest4,-103.513,37.76436
163,a3dcbdf0-288c-4fca-a24b-b56ad518a535,########,20240710,GPS,GPS,Within 5m,WGS84,37.78607,-103.48,4291,feet,21206,21206,Pike and San Isabel National Forests,Fr2177,USFS,"From La Junta, head S on CO highway 109 for 13 miles. Head E on fr 2177 for 2000 ft. Site is SE of road.",########,cnhp_guest4,########,cnhp_guest4,-103.48,37.78607
164,eb3035d4-0fbc-42fd-a7ae-9ce898bc212d,########,20240711,GPS,GPS,Within 5m,WGS84,37.02547,-102.815,4270,feet,21206,21206,Pike and San Isabel National Forests,Sand Canyon,USFS,"From Springfield, take Highway 385 S. Take CR 1 W to CR 13 S. Go E on FS 2369 for 2 miles. Park at gate, site is NW facing slope, SE of road.",########,cnhp_guest4,########,cnhp_guest4,-102.815,37.02547
165,b7d1a55a-5b4f-4ce0-8e7e-fa65a86ee619,########,20240711,GPS,GPS,Within 5m,WGS84,37.03489,-102.803,4431,feet,21206,21206,Pike and San Isabel National Forests,FS 2369,USFS,"From Springfield, take Highway 385 S. Take CR 1 W to CR 13 S. Go E on FS 2369 for 4 miles. Site is west of road.",########,cnhp_guest4,########,cnhp_guest4,-102.803,37.03489
166,143399be-ea78-415a-9fdb-aeafd301b530,########,20240711,GPS,GPS,Within 5m,WGS84,37.00918,-102.746,4195,feet,21206,21206,Pike and San Isabel National Forests,Picture Canyon,USFS,"From Elder, head S on CR18. Head E on CRD, thenS on FS2361 (follwo signs for Picture Canyon). Site is abt 900 ft down the canyon trail. Watch for a rockyslope E of trail. This describes where thebluestem spp. are,but SPCR is densest very near the TH on the W side.",########,cnhp_guest4,########,cnhp_guest4,-102.746,37.00918
167,2db8acd0-23c9-4c6b-a417-670b8891da43,########,20240712,GPS,GPS,Within 5m,WGS84,37.13706,-101.826,3261,feet,21207,21207,Pike and San Isabel National Forests,Cimarron River Campground,USFS,"From Elkhart, head N on State Route 27. Turn E onto FS700.2 Turn N into the Ci arron rec area. Site is N of the. Pond near the end of the campground loop.",########,cnhp_guest4,########,cnhp_guest4,-101.826,37.13706
168,1ab2b610-bc6a-4aec-9077-d0f481d3b767,########,20240712,GPS,GPS,Within 5m,WGS84,37.14295,-101.823,3264,feet,21207,21207,Pike and San Isabel National Forests,FS 603,USFS,"From Elkhart, head N on State Route 27. Turn E onto FS700.2 Turn  N on Fs 603 and park about 2800 ft from beginning of road. Site is W of road.",########,cnhp_guest4,########,cnhp_guest4,-101.823,37.14295
169,bdd731bd-54ae-4a93-a6d1-35b59b1c40ec,########,20240712,GPS,GPS,Within 5m,WGS84,37.14958,-101.826,3340,feet,21207,21207,Pike and San Isabel National Forests,Cimarron River Campground,USFS,"From Elkhart, head N on State Route 27. Turn E onto FS700.2 Turn  N on Fs 603 and park about 1.1 miles from beginning of road. Site is W of road.",########,cnhp_guest4,########,cnhp_guest4,-101.826,37.14958
170,0802b624-1922-4854-afef-2c89179d6b42,########,20240712,GPS,GPS,Within 5m,WGS84,37.12668,-101.967,3532,feet,21207,21207,Pike and San Isabel National Forests,FS 654,USFS,"From Elkhart, go N on KS-27 for 9 miles. Go W on KS-51 for 4 miles.  Go S on Co Rd 5. In 1 mile go E on Fs 654 for .3 miles. Site is N of road.",########,cnhp_guest4,########,cnhp_guest4,-101.967,37.12668
171,7a127519-47ec-4e85-845a-83d41a860add,########,20240713,GPS,GPS,Within 5m,WGS84,37.32092,-105.073,9911,feet,21203,21203,Pike and San Isabel National Forests,CR 364 fork with Co highway 12,USFS,"From La Veda, take CO highway 12 S and park at fork with CR 364. Site is S of county road.",########,cnhp_guest4,########,cnhp_guest4,-105.073,37.32092
172,c04f8cab-30e4-464c-9406-646c3db157f7,########,20240714,GPS,GPS,Within 5m,WGS84,37.88432,-105.218,8058,feet,21203,21203,Pike and San Isabel National Forests,FS635,USFS,"From Gardner, head N on CR634. Head W on FS635 once you reach FS land. Site is N of Rd shortly after the gate for seasonal rd closure.",########,cnhp_guest4,########,cnhp_guest4,-105.218,37.88432
173,cf731062-c77c-4dcc-b595-0031492385ed,########,20240714,GPS,GPS,Within 5m,WGS84,37.88577,-105.253,8255,feet,21203,21203,Pike and San Isabel National Forests,CR 635,USFS,"From Gardener, take CR 634 N to CR 635. Head west for roughly 3 miles. Site is south of road on S facing slope.",########,cnhp_guest4,########,cnhp_guest4,-105.253,37.88577
174,86e667f7-ccf3-4183-9dd9-5de7394a74b4,########,20240714,GPS,GPS,Within 5m,WGS84,37.88116,-105.256,8201,feet,21203,21203,Pike and San Isabel National Forests,FS635,USFS,"From Gardener, take CR 634 N to FS 635. Head west for roughly 3.7 miles. Site is E of road.",########,cnhp_guest4,########,cnhp_guest4,-105.256,37.88116
175,c4e6cb67-4c44-4787-a877-8f69d9204f4f,########,20240714,GPS,GPS,Within 5m,WGS84,37.87693,-105.275,8272,feet,21203,21203,Pike and San Isabel National Forests,FS635,USFS,"From Gardener, take CR 634 N to FS 635. Continue on 635 for roughly 5.5 miles. Site is S of rd.",########,cnhp_guest4,########,cnhp_guest4,-105.275,37.87693
176,cdf58033-635d-4790-84b1-c88b3114ed6f,########,20240714,GPS,GPS,Within 5m,WGS84,37.86111,-105.282,8886,feet,21203,21203,Pike and San Isabel National Forests,634 Black Mountain Ridge,USFS,"From Gardner, head N on CR634. Head W on FS 635 until Black Mountain Ridge. Site is east of road.",########,cnhp_guest4,########,cnhp_guest4,-105.282,37.86111
177,cfa4ce28-aa0a-4c91-9bf5-b5373b94b4b5,########,20240714,GPS,GPS,Within 5m,WGS84,37.89833,-105.271,8865,feet,21203,21203,Pike and San Isabel National Forests,Reed Creek Gulch,USFS,"From Gardner, head N on CR634. Head W on FS635 once you reach FS land. Continue onto FS404, then 439. Site is N of rd, 0.1 miles after the start of FS439. ",########,cnhp_guest4,########,cnhp_guest4,-105.271,37.89833
178,77e116c8-4f19-4fc2-b2d0-f1e1e2e79cf4,########,20240715,GPS,GPS,Within 5m,WGS84,37.8987,-105.209,8275,feet,21203,21203,Pike and San Isabel National Forests,FS 403,USFS,"From Gardener, take highway 634 N. Take FS 440 to 403. Head west on 403 for .1 miles. Site is N of road.",########,cnhp_guest4,########,cnhp_guest4,-105.209,37.8987
179,0520f6f4-4ed9-4a64-969d-c678a8ae5431,########,20240715,GPS,GPS,Within 5m,WGS84,37.9558,-105.175,9828,feet,21203,21203,Pike and San Isabel National Forests,Horse Ranch,USFS,"From Horse Ranch, travel N on FS 402 for 0.4 miles. Site is to W of road.",########,cnhp_guest4,########,cnhp_guest4,-105.175,37.9558
180,9c2e3499-0eee-4075-bb20-7f6c23eb795d,########,20240710,GPS,GPS,Within 5m,WGS84,42.06169,-105.374,6914,feet,20609,20609,Medicine Bow-Routt National Forest,Palmer Canyon rd,USFS,From Wheatland take CR 204 which will turn into CR 721 and take approx. 8.5mi until small patch of FS land on N side of road. Park and sitee will be N of road.,########,ac15_CSUesri,########,ac15_CSUesri,-105.374,42.06169
181,c39a4f12-b5c5-44dd-ab72-0ab2b157f0fb,########,20240710,GPS,GPS,Within 5m,WGS84,42.22421,-105.35,7104,feet,20609,20609,Medicine Bow-Routt National Forest,Fletcher Park Road,USFS,"From Wheatland, head north on I-25 for about 14 miles. Then turn west on Fish Creek Rd. Drive for 14 miles then turn west (right) on Fletcher Park Rd. Stay on Fletcher Park Rd for 6 miles then site will be on the north side of rd. ",########,ac15_CSUesri,########,ac15_CSUesri,-105.35,42.22421
182,a04bea65-46d1-4ad7-9257-f663f8ec7530,########,20240714,GPS,GPS,Within 5m,WGS84,41.26915,-105.422,8475,feet,20605,20605,Medicine Bow-Routt National Forest,FR 712.A,USFS,"From Laramie take hwy80 S and take exit for Happy Jack rd. Turn N onto Happy Jack rd, then N again onto West Pilot Hill rd. Turn S onto FR 712.A and drive for approx. 4,500ft. Site is on either side of rd.",########,ac15_CSUesri,########,ac15_CSUesri,-105.422,41.26915
183,8d5cbbdd-173d-4dbe-ab24-4a2cc678f35b,########,20240714,GPS,GPS,Within 5m,WGS84,41.27082,-105.402,8295,feet,20605,20605,Medicine Bow-Routt National Forest,FR 714.A,USFS,"From Laramie take hwy80 S and take exit for Happy Jack rd. Turn N onto Happy Jack rd, then N again onto West Pilot Hill rd. Turn S onto FR 712.A. Turn north (left) on 712.A. Drive for about 4,000ft then turn north onto side road. Park at gate then walk 260ft north. The site will be on the west slope.",########,ac15_CSUesri,########,ac15_CSUesri,-105.402,41.27082
184,f4c6acd2-3c12-40fc-9f4a-68599e7eb570,########,20240714,GPS,GPS,Within 5m,WGS84,41.28211,-105.335,7761,feet,20605,20605,Medicine Bow-Routt National Forest,FR 713.A,USFS,"From Laramie take hwy80 S and take exit for Happy Jack rd. Turn N onto Happy Jack rd, then N again onto West Pilot Hill rd. Turn S onto FR 712.A. Drive to the fork then turn South on 712.A. Drive on 712 to the east for about 4.8 miles then turn north onto 713 for 5,000ft. Turn west onto 713.A. Drive to the end of rd then walk 1500ft to the west. ",########,ac15_CSUesri,########,ac15_CSUesri,-105.335,41.28211
185,1c15c43e-a5d6-4d48-9db3-59d680e9acad,########,20240715,GPS,GPS,Within 5m,WGS84,41.17205,-105.34,7978,feet,20605,20605,Medicine Bow-Routt National Forest,FR 700NB,USFS,From Laramie drive S on highway 80. Take exit for Happy Jack Rd NE. Turn SW to Vedauwoo. Turn N onto 700 N then NE onto 700NB. Park at campsite near end of Rd. Walk 325 ft over rock ridge.,########,ac15_CSUesri,########,ac15_CSUesri,-105.34,41.17205
186,bb42bb62-20ff-42ed-aed4-edf06485f168,########,20240724,GPS,GPS,Within 5m,WGS84,37.44031,-108.139,10117,feet,21305,21305,San Juan National Forest,FS566,USFS,"From Durango, head west on Hwy 155, then N on CR44. Continue onto FS566. Keep N at the loop. Travel abt 3 miles from the start of the loop. Site is S of road",########,cnhp_guest4,########,cnhp_guest4,-108.139,37.44031
187,519d5d7e-ed11-451e-adca-6d314bbaf0dd,########,20240724,GPS,GPS,Within 5m,WGS84,37.43819,-108.136,10163,feet,21305,21305,San Juan National Forest,FS566.G,USFS,"From Mancos, head E on highway 160. Go N on CR 44. Turn E on FS 566. Park at fork with FS 566.G, site is west of road.",########,cnhp_guest4,########,cnhp_guest4,-108.136,37.43819
188,3af3a827-7ea3-441d-830c-35e680cd0467,########,20240724,GPS,GPS,Within 5m,WGS84,37.65355,-107.802,8683,feet,21308,21308,San Juan National Forest,Lime Creek Campground,USFS,"From Durango, take highway 550 N to FS 591.A. Site is S of road at campground by trailhead.",########,cnhp_guest4,########,cnhp_guest4,-107.802,37.65355
189,e637614d-71c3-48ab-bea0-8dad2265ccb7,########,20240725,GPS,GPS,Within 5m,WGS84,37.45691,-106.55,11881,feet,20904,20904,Rio Grande National Forest,FS 330,USFS,"From Pagosa Springs, head N on hwy160. Then takeFS390,  380 and  330.Point is.75 miles pastDry Creek TH.",########,cnhp_guest4,########,cnhp_guest4,-106.55,37.45691
190,b6a648ac-e88c-4d50-a390-6e513ede3d4c,########,20240726,GPS,GPS,Within 5m,WGS84,37.53489,-106.511,9757,feet,20904,20904,Rio Grande National Forest,Pinos Creek,USFS,"From Del Norte, take CR14 S for 13.15 miles. Site is on both sides of road near regulation sign, just beforefork with FS331.",########,cnhp_guest4,########,cnhp_guest4,-106.511,37.53489
191,cf9a238a-4458-4930-99de-653660118a8c,########,20240727,GPS,GPS,Within 5m,WGS84,37.17138,-106.969,80105,feet,21306,21306,San Juan National Forest,Eightmile Mesa,USFS,"From Pagosa Springs, take 84 S to Eight Mile Mesa Rd. Go SW on road for 3.2 miles. Site is on plateau on both sides of the road.",########,cnhp_guest4,########,cnhp_guest4,-106.969,37.17138
192,d57abe12-d933-4726-8bcf-da723bf50247,########,20240728,GPS,GPS,Within 5m,WGS84,37.12983,-106.952,7369,feet,21306,21306,San Juan National Forest,FS653,USFS,"From Pagosa Springs, take highway 84 S to FS653. Take road W for about 1 mile. Site is N of road.",########,cnhp_guest4,########,cnhp_guest4,-106.952,37.12983
193,5e0115d1-c9e0-4d7e-b615-1ed1c304bd56,########,20240724,GPS,GPS,Within 5m,WGS84,37.41586,-108.196,9104,feet,21305,21305,San Juan National Forest,FS 566,USFS,"From Mancos, head W on highway 160. Turn N on 44. Turn E onto FS 566 and park in 0.85 miles at dispersed campsite. Site is east of road.",########,cnhp_guest4,########,cnhp_guest4,-108.196,37.41586
194,f068ef98-6163-42ab-adb9-ff7842582338,########,20240728,GPS,GPS,Within 5m,WGS84,37.52277,-107.225,8387,feet,21306,21306,San Juan National Forest,Williams Reservoir,USFS,"From Pagosa Springs, head NW on Cr600 and FS631.Head N on FS640 for about 2.4 miles. Site is W of road.",########,cnhp_guest4,########,cnhp_guest4,-107.225,37.52277
195,16c3a650-73c4-49c5-9de3-fe2f1f11ee28,########,20240728,GPS,GPS,Within 5m,WGS84,37.53506,-107.253,9087,feet,21306,21306,San Juan National Forest,Poison Park Trailhead,USFS,"From Williams Lake, take FS 640 N to FS 644. At Poison Park TH, park then walk 0.09. Miles to meadow. Site is W of path.",########,cnhp_guest4,########,cnhp_guest4,-107.253,37.53506
196,b84f8f56-e9c5-4966-86f1-18f93458d478,########,20240728,GPS,GPS,Within 5m,WGS84,37.53605,-107.256,9066,feet,21306,21306,San Juan National Forest,Poison Park Trail,USFS,"From Williams Lake, take FS 640 N to FS 644. At Poison Park TH, park then walk 0.3 and site is E of path.",########,cnhp_guest4,########,cnhp_guest4,-107.256,37.53605
197,0cc413e9-c1a6-46ff-ac1f-21dea59b1206,########,20240728,GPS,GPS,Within 5m,WGS84,37.54066,-107.205,8314,feet,21306,21306,San Juan National Forest,Williams Reservoir,USFS,"From Pagosa Springs, head NW on Cr600 and FS631.Head N on FS640 for about 6 miles. Site is E of road 1/3 mile before Palisades Horse Camp.",########,cnhp_guest4,########,cnhp_guest4,-107.205,37.54066
198,fd789fc5-b916-44bb-b468-b4da392b7e24,########,20240723,GPS,GPS,Within 5m,WGS84,40.76884,-104.605,5165,feet,21006,21006,Arapaho and Roosevelt National Forests,Cr108,USFS,"From Ault, take highway 14 east. Turn north on CR49. Stop at intersection with CR108. Site is approximately 1000ft west in depression.",########,ac15_CSUesri,########,ac15_CSUesri,-104.605,40.76884
199,f76a07f5-c5f3-4ef1-b8c3-dcc2ec8a74d6,########,20240724,GPS,GPS,Within 5m,WGS84,40.81356,-104.417,5135,feet,21006,21006,Arapaho and Roosevelt National Forests,FR 114,USFS,From Ault take hwy 14 E then turn N on CR 77. Turn W on CR 114 and continue onto FR 114. Take for approx. 1500ft. Plants on either side of road.,########,ac15_CSUesri,########,ac15_CSUesri,-104.417,40.81356
