ObjectID,GlobalID,Primary Key,Seed Collection Ref. Number,USFS Collection ID,Date Collection Started,Date Collection Ended,DateYMD,Recollection,Original Seed Reference Number,Collected Species,Other Species,Comments,Species Collection Number,Collection Technique,Seeds Collected From,Reason for Collecting from Ground,Number of Plants Sampled,Number of Plants Found,Average Plant Height,Field Notes to Assist in Identification of Pressed Specimen,Ecoregion,Ranger District,Org_Code,Provisional Seed Zone,Geology,Has There Been a Change in the Site's Disturbance/Damage Since Your Pre-Collection Form?,New Modifying Factors,If Other Factor Please Specify,Land Form,If Other Land Form Please Specify,Slope,Aspect,Number of Pressed Specimens,Date Voucher Taken,Herbaria names,How Confident are you in This Species' Identification?,Identified By,Material Identified,Date Identified,To be completed before you walk away from the site,Soil Texture,If Other Soil Type Please Specify,National Vegetation Classification,How Confident are you in this Vegetation's Classification?,Notes on NVC,Seed Collection Raw Weight,CreationDate,Creator,EditDate,Editor,x,y
67,16d2528f-4b35-4fe8-a56d-3878d16fde81,20240810_39.03704845-106.02553667,USFSR2.2-028,FEID_SR0510SH_021210_20240810-01,8/10/2024 15:30,8/10/2024 16:20,20240810,no,,FEID,,,01,Every_5,Plants,,177,885,1.5,,SR,21210,21210,0510SH,Siltstone,no,,,Hillslope,,8,NE,2,8/10/2024 18:00,Local,7,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,No data currently available,CEGL001533 - Artemisia tridentata ssp. vaseyana /Festuca idahoensis Shrub Grassland,8,"Open shrub layer, dominated by perennial graminoids.",120,08/12/2024 22:01:36.477,cnhp_guest4,10/25/2024 16:39:26.403,cnhp_guest4,-106.0255429,39.03705755
68,85653f32-95d9-4428-a338-561f5ed34b7a,20240811_38.90612227-105.97595605,USFSR2.2-032,THMO6_SR0510SA_021202_20240811-01,8/11/2024 14:20,8/11/2024 18:00,20240811,no,,THMO6,,,01,Every_5,Plants,,99,990,1.2167,,SR,21202,21202,0510SA,Sandstone,no,,,Hillslope,,5,NE,2,8/11/2024 18:00,Local,6,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,herbarium_vouchers,Material_photo,Bags,filled_out",Other,"No data currently available, several miles away loam",CEGL000527 -Populus tremuloides - Abies lasiocarpa / Juniperus communis Forest,8,"Tree-shrub-herbaceous ratios present, lacks dwarf-shrubs.",110,08/12/2024 22:01:39.276,cnhp_guest4,10/26/2024 02:58:15.183,cnhp_guest4,-105.9754573,38.9058623
69,cda45d45-8f49-4a5d-b2e6-95cead46d042,20240812_39.37335047-105.74067074,USFSR2.2-033,Other_SR0510SH_021210_20240812-01,8/12/2024 14:00,8/12/2024 18:00,20240812,no,,Other,THDI,,01,20_percent,Plants,,691,3500,1,,SR,21210,21210,0510SH,Alkali-feldspar-granite,no,,,Hillslope,,10,SW,2,8/12/2024 18:00,Local,9,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"Individual_photo,landscape_photo,Material_photo,herbarium_vouchers",Other,No data available 20241024,CEGL000537 - Populus tremuloides - Pinus contorta / Juniperus communis Forest,7,Open aspen - conifer forest with sparse herbaceous layer of graminoids and low forbs.,730,08/12/2024 22:01:42.393,cnhp_guest4,10/26/2024 03:06:44.408,cnhp_guest4,-105.7406666,39.3734158
70,cbc21597-f25a-4d39-9281-7e7e98c35095,20240806_39.38028908-105.10121718,USFSR2.2-019,ACNE9_SR1520SH_021211_20240807-01,8/7/2024 14:15,8/7/2024 18:00,20240807,no,,ACNE9,,,01,20_percent,Plants,,355,500,3,,SR,21211,21211,1520SH,Granite,no,,,Hillslope,,5,SE,2,8/7/2024 18:00,Local,8,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"Individual_photo,landscape_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Gravelly course sandy loam,CEGL000452- Pseudotsuga menziesii / Quercus gambelii Forest,8,,5,08/13/2024 15:03:46.335,cnhp_guest4,10/22/2024 19:26:20.026,cnhp_guest4,-105.1021879,39.37984543
71,946119d6-66e2-4750-a35e-41fc9e370294,20240807_39.14913838-105.10933543,USFSR2.2-023,DAPU_SR1015SA_021209_20240808-01,8/8/2024 13:21,8/8/2024 18:00,20240808,no,,DAPU,,,01,Every_5,Plants,,95,500,0.6,Purple flower,SR,21209,21209,1015SA,Arkose,no,,,Hills,,12,SE,2,8/8/2024 18:00,Local,,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"Individual_photo,landscape_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Pendant cobbly loam,CEGL000848 - Pinus ponderosa / Bouteloua gracilis Woodland,5,"Mostly gramminoid cover, sparse tree and shrub, location campsite, PASM seeded?",150,08/13/2024 15:03:49.794,cnhp_guest4,10/22/2024 19:26:22.594,cnhp_guest4,-105.1093895,39.14908924
72,b4bec725-c6af-48d2-b16f-3a49adf39b10,"20240808_39.08777564, -105.0868222",USFSR2.2-024,DAPU_SR0510SH_021209_20240808-02,8/8/2024 15:50,8/8/2024 18:00,20240808,no,,DAPU,,,02,Every_5,Plants,,56,280,0.5,Purple flowers,SR,21209,21209,0510SH,Arkose,no,,,Hills,,12,SW,2,8/8/2024 18:00,Local,8,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,CEGL000186 - Pinus ponderosa / Leucopoa kingii Woodland,6,"Festuca and Pinus ponderosa codominant with few shrubs, miss ID festuca?",70,08/13/2024 15:03:51.968,cnhp_guest4,10/22/2024 19:26:23.455,cnhp_guest4,-105.0868677,39.0877951
73,b5487010-3c63-48c8-9410-c3a3ed6db207,20240808_39.04636326-105.09276274,USFSR2.2-025,Other_SR0510SH_021209_20240809-01,8/9/2024 14:00,8/9/2024 16:00,20240809,no,,Other,THDI4,,01,Every_5,Plants,,671,5500,1.2,,SR,21209,21209,0510SH,Granite,no,,,Plateau,,3,NE,2,8/8/2024 18:00,Local,8,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Material_photo,Individual_photo,herbarium_vouchers,Bags,filled_out",Other,Gravelly course sandy loam,CEGL000862 - Pinus ponderosa / Muhlenbergia montana woodland,8,,480,08/13/2024 15:03:54.479,cnhp_guest4,10/24/2024 16:00:32.540,cnhp_guest4,-105.092769,39.04637337
74,5eb8f1ab-9169-4c23-acc2-3ca9df6730ec,20240809_39.04706198-105.07360584,USFSR2.2-026,Other_SR0510SH_021209_20240809-02,8/9/2024 17:00,8/9/2024 18:00,20240809,no,,Other,THDI4,,02,Every_5,Plants,,248,5000,1.1,,SR,21209,21209,0510SH,Arkose,no,,,Valleys,,9,NW,2,8/9/2024 18:00,Local,8,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers",Sandy_Loam,,CEGL000541 - Populus tremuloides - Pinus ponderosa Rocky Mountain Forest,8,Populus tremuloides and Pinus ponderosa abundant. Shrub open to moderately dense. Graminoids and forbs equally present.,160,08/13/2024 15:03:56.988,cnhp_guest4,10/25/2024 15:56:03.077,cnhp_guest4,-105.0735664,39.0470683
75,15868b72-3125-4098-ac7f-4b0b8db72aad,20240810_39.03704845-106.02553667,USFSR2.2-027,ERUM_SR0510SH_021210_20240810-01,8/10/2024 14:30,8/10/2024 15:30,20240810,no,,ERUM,,,01,20_percent,Plants,,643,643,0.4,,SR,21210,21210,0510SH,Siltstone,no,,,Hillslope,,8,NE,2,8/10/2024 18:00,Local,8,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,No data currently available,CEGL0001533 - Artemisia tridentata ssp. vaseyana / Festuca idahoensis Shrub Grassland,8,Open shrub layer with high perennial graminoid cover.,470,08/13/2024 15:03:59.694,cnhp_guest4,10/25/2024 16:37:18.695,cnhp_guest4,-106.0255055,39.03703228
76,b5f67ba4-aa6f-4011-9d13-8d011e4ab6d9,20240810_39.02677452-106.09875989,USFSR2.2-029,Other_SR0510HU_021210_20240810-01,8/10/2024 18:00,8/10/2024 18:00,20240810,no,,Other,GETR,,01,Every_5,Plants,,618,5000,0.5,Pink,SR,21210,21210,0510HU,Siltstone,no,,,Intermontane_Basin,,5,NW,2,8/10/2024 18:00,Local,8,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,No data currently available,CEGL001502 - Dasiphora fruticosa / Festuca idahoensis Shrub Grassland,6,"Way above elevation range, but best fit. Vegetation types and area covers fit best. Other Dasiphora fruticosa NVCs wetlands.",110,08/13/2024 15:04:02.634,cnhp_guest4,10/26/2024 02:46:23.873,cnhp_guest4,-106.0987484,39.02680576
77,def36786-b077-4080-a9c8-b3a8878b6356,20240810_38.94600861-106.04675672,USFSR2.2-030,ACLE9_SR1015SH_021210_20240811-01,8/11/2024 19:20,8/11/2024 18:00,20240811,no,,ACLE9,,,01,Every_5,Plants,,1851,2200,3,,SR,21210,21210,1015SH,Siltstone,no,,,Floodplain,,3,E,2,8/11/2024 18:00,Local,8,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,"No data currently, several miles down salt creek platdon loam",CEGL001105 - Dasiphora fruticosa Wet Shrubland,9,"Noted many of the species found in site due to grazing ( Dasiphora fruticosa, poa pratensis, iris missouriensis)",180,08/13/2024 15:04:05.099,cnhp_guest4,10/26/2024 02:23:17.817,cnhp_guest4,-106.046769,38.94603338
78,9c54fd71-7ce7-4f2e-a068-b924e8adc2a5,20240811_38.90612227-105.97595605,USFSR2.2-031,Other_SR0510SA_021202_20240811-01,8/11/2024 14:20,8/11/2024 15:45,20240811,no,,Other,THDI,,01,Every_5,Plants,,228,4500,1,Yellow,SR,21202,21202,0510SA,Sandstone,no,,,Hillslope,,12,NW,2,8/10/2024 18:00,Local,6,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,"No data available, closest is sandy loam, several miles away",CEGL000527 -Populus tremuloides - Abies lasiocarpa / Juniperus communis Forest,8,"Tree species and ratios represented, juniperus communis most abundant shrub, no dwarf-shrubs",105,08/13/2024 15:04:07.905,cnhp_guest4,10/26/2024 02:55:34.810,cnhp_guest4,-105.9759656,38.90610507
79,9c2152a6-2373-4444-bd74-3088bab90c1b,20240807_39.37955651-105.10215356,CoNPS2.1-002,HEVI4_SR1520SH_021211_20240807-01,8/7/2024 15:45,8/7/2024 17:00,20240807,no,,HEVI4,,,01,20_percent,Plants,,127,500,0.6,Yellow flowers ,SR,21211,21211,1520SH,Granite,no,,,Intermontane_Basin,,5,E,2,8/7/2024 18:00,Local,10,"Gaddis, M CoNPS",In Field,8/7/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags",Other,Fine sandy loam,CECGL000452 -Pseudotsuga menziesii / Quercus gambelii Forest ,5,"CEGL000452 - Pseudotsuga menziesii / Quercus gambelii Forest 
Confidence - 5 - correct co-dominants but no Holodiscus demosus present ",,08/17/2024 15:36:31.167,cnhp_guest4,11/15/2024 16:29:10.417,cnhp_guest7,-105.0908201,39.37148871
80,4ed327bf-defd-4ef5-803a-fe1c67896a4c,20240629_43.657268665572154-103.01573333149425,USFSR2.1-000,NAVI4_NG1015SH_020705_20240629-01,6/29/2024 13:30,6/29/2024 20:30,20240629,no,,NAVI4,,,01,Every_5,Plants,,500,2500,3,,NG,20705,20705,1015SH,Sedimentary,no,,,Foothills,,5,Flat,,,Local,10,Ben Shreves,In Field,6/29/2024 17:00,"landscape_photo,Bags,filled_out",Loamy_Sand,,,,,0.87,08/20/2024 22:31:45.542,cnhp_guest7,08/20/2024 22:31:45.542,cnhp_guest7,-96.7856065,44.3204518
81,83150a18-52e5-4dee-b61a-df3b9d479f02,20240821_40.76237278-105.64510047,USFSR2.2-034,ELTR7_SR1015SH_021005_20240821-01,8/21/2024 15:40,8/21/2024 16:38,20240821,no,,ELTR7,,,01,20_percent,Plants,,483,500,2.5,Green leaves,SR,21005,21005,1015SH,Granite,no,,,Hillslope,,7,W,2,8/21/2024 18:00,Local,8,Pam smith,From Photograph,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Cobbly silt loam,A4079 - Pinus contorta Rocky Mountain Dry Woodland Alliance,9,Difficult to classify further because of recent burn,425,08/26/2024 21:23:24.606,cnhp_guest4,10/28/2024 18:19:10.910,cnhp_guest4,-105.6452139,40.76238955
82,abb3683d-a33a-49c9-8eb2-7181eab81cee,20240822_40.63699878-105.52452681,USFSR2.2-036,ERUM_SR1015SH_021005_20240822-01,8/22/2024 16:30,8/22/2024 18:00,20240822,no,,ERUM,,,01,Every_5,Plants,,174,870,1,,SR,21005,21005,1015SH,Migmatite,no,,,Flat,,0,Flat,2,8/22/2024 18:00,Local,8,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Very gravelly coarse sandy loam,CEGL000541 - Populus tremuloides - Pinus ponderosa Rocky Mountain Forest,7,"Moderately open forest, tall shrub presence, graminoids and forbs in equal abundance.",88,08/26/2024 21:23:29.559,cnhp_guest4,10/28/2024 17:33:51.875,cnhp_guest4,-105.524523,40.63699683
83,b08ea46c-c8e1-4022-8b27-efdd2e444bd0,20240823_40.73394276-105.6334462,USFSR2.2-037,CHAN9_SR1015SH_021005_20240823-01,8/23/2024 14:00,8/23/2024 16:00,20240823,no,,CHAN9,,,01,Every_5,Plants,,230,1150,1.5,Pink flowers,SR,21005,21005,1015SH,Gneiss,no,,,Flat,,0,Flat,2,8/23/2024 18:00,Local,9,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,A0424 - Pinus contorta - Populus tremuloides Rocky Mountain Forest Alliance,9,Difficult to classify further because of recent burn,280,08/26/2024 21:23:32.533,cnhp_guest4,10/28/2024 18:17:27.259,cnhp_guest4,-105.6334486,40.7339612
84,15a73cde-52a6-4677-a5f2-7590617a651c,20240820_40.73161026-105.60116327,USFSR2.2-038,ERUM_SR1015SH_021005_20240823-01,8/23/2024 16:30,8/23/2024 18:00,20240823,no,,ERUM,,,01,20_percent,Plants,,331,331,0.5,,SR,21005,21005,1015SH,Gneiss,no,,,Hillslope,,14,E,2,8/23/2024 18:00,Local,9,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,CEGL002794 - Pinus ponderosa / Artemisia tridentata ssp. vaseyana Woodland,8,"Slope, aspect, dominant veg all great fit. Forb cover >1%.",120,08/26/2024 21:23:35.264,cnhp_guest4,10/28/2024 17:47:40.353,cnhp_guest4,-105.601695,40.7311186
85,d002ec6b-27cb-4af1-a3e9-b838f0192053,20240821_40.76234497-105.65155717,USFSR2.2-040,ELTR7_SR1015SH_021005_20240824-01,8/24/2024 14:30,8/23/2024 18:00,20240824,no,,ELTR7,,,01,Every_5,Plants,,251,1255,1.7,,SR,21005,21005,1015SH,Granite,no,,,Ridge,,2,S,2,8/23/2024 18:00,Local,8,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Material_photo,herbarium_vouchers,Bags,filled_out,Individual_photo",Other,Cobbly silt loam,A4079 - Pinus contorta Rocky Mountain Dry Woodland Alliance,9,Difficult to classify further because of recent burn,1330,08/26/2024 21:23:37.743,cnhp_guest4,10/28/2024 18:15:23.059,cnhp_guest4,-105.6513996,40.76246809
86,e38d4eb2-eb73-4083-be1b-dcfb33690da9,20240821_40.75979474-105.66631354,USFSR2.2-042,CHAN9_SR0510HU_021005_20240824-01,8/24/2024 16:00,8/24/2024 18:00,20240824,no,,CHAN9,,,01,Every_5,Plants,,114,2000,2.5,"Purple flower, stigma exerted past stamen",SR,21005,21005,0510HU,Granite,no,,,Hillslope,,12,SE,2,8/24/2024 18:00,Local,9,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Cobbly silt loam,A4024 - Pinus contorta Rocky Mountain Sry Woodland Alliance,9,Difficult to classify further because of recent burn,285,08/26/2024 21:23:40.910,cnhp_guest4,10/28/2024 18:24:57.190,cnhp_guest4,-105.6665205,40.75968341
87,c820af1c-386c-40ae-9b4d-a3704a6de4d9,20240822_40.7372345-105.61711682,USFSR2.2-043,Other_SR1015SH_021005_20240824-02,8/24/2024 17:08,8/24/2024 18:00,20240824,no,,Other,Solidago simplex,,02,20_percent,Plants,,848,2000,0.75,,SR,21005,21005,1015SH,Gneiss,no,,,Flat,,0,Flat,3,8/24/2024 18:00,Local,7,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,CEGL000764 -Pinus contorta / Juniperus communis Woodland,8,"Juniperus communis not noted as dominant, recent burn of part of site may impact dominant shrub layer.",940,08/26/2024 21:23:43.786,cnhp_guest4,10/28/2024 18:32:43.301,cnhp_guest4,-105.6166127,40.73674145
88,787f2b50-844c-44a5-a175-b24d8fd6ab2e,20240821_40.80981861-105.67571919,USFSR2.2-035,Other_SR1015HU_021005_20240822-01,8/22/2024 13:00,8/21/2024 18:00,20240822,no,,Other,Thermopsis divaricarpa,,01,Every_5,Plants,,515,5000,1,,SR,21005,21005,1015HU,Granite,no,,,Highland,,5,NE,2,8/21/2024 18:00,Local,6,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Sandy_Loam,,CEGL000144 - Pinus contorta / Carex rossii Forest,6,"Many Pinus contorta associations uner review with no descriptions. Elevation fits, tree, shrub, and herbaceous layers good fit, but species okay.",1770,08/26/2024 21:35:41.021,cnhp_guest4,10/28/2024 17:00:28.897,cnhp_guest4,-105.6752144,40.80977438
89,a99af8af-7d20-4ee4-a66e-eaf1e5c71254,20240820_40.73161026‐105.60116327,USFSR2.2-039,Other_SR1015SH_021005_20240823-01,8/23/2024 16:30,8/23/2024 18:00,20240823,no,,Other,HEVIF,,01,Every_5,Plants,,179,892,0.5,,SR,21005,21005,1015SH,Gneiss,no,,,Hillslope,,14,E,3,8/23/2024 18:00,Local,3,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Coarse sandy loam,CEGL002794 - Pinus ponderosa / Artemisia tridentata ssp. vaseyana Woodland,8,"Slope, aspect, substrate, dominant species great fit. Forb cover >1%.",23,08/26/2024 21:35:45.237,cnhp_guest4,10/28/2024 17:49:48.786,cnhp_guest4,-105.601717,40.73113587
90,afb51588-c537-4475-b1f3-898f105a3ce9,20240821_40.76234497-105.65155717,USFSR2.2-041,Other_SR1015SH_021005_20240824-01,8/24/2024 14:00,8/24/2024 18:00,20240824,no,,Other,Solidago simplex,,01,20_percent,Plants,,186,186,1,,SR,21005,21005,1015SH,Granite,no,,,Ridge,,2,S,2,8/23/2024 18:00,Local,6,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Other,Very cobbly silt loam,A4079 - Pinus contorta Rocky Mountain Dry Woodland Alliance,9,Recent burn makes it difficult to classify further,365,08/26/2024 21:35:47.839,cnhp_guest4,10/28/2024 18:22:59.619,cnhp_guest4,-105.6514241,40.7624577
91,5eef2189-7ff4-496c-940a-dc3539332977,20240825_40.27891135-106.08609742,USFSR2.2-044,ERUM_SR0510SH_021008_20240825-01,8/25/2024 13:45,8/25/2024 15:00,20240825,no,,ERUM,,,01,Every_5,Plants,,88,440,1,,SR,21008,21008,0510SH,Coal,no,,,Hillslope,,27,E,2,8/25/2024 18:00,Local,9,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,filled_out,Bags,herbarium_vouchers",Other,Gravelly loam,A4079 - Pinus contorta Rocky Mountain Dry Woodland Alliance,8,Recent burn makes it difficult to classify further,385,08/26/2024 21:35:50.227,cnhp_guest4,10/28/2024 18:36:03.748,cnhp_guest4,-106.0860975,40.27890245
92,a8354092-c9ae-44af-b0d0-995b96beb907,20240825_40.28680515-105.97176346,USFSR2.2-045,CHAN9_SR0510VH_021008_20240826-01,8/26/2024 13:15,8/26/2024 18:00,20240826,no,,CHAN9,,,01,Every_5,Plants,,326,1629,1.75,Pink flowers,SR,21008,21008,0510VH,Coal,no,,,Ridge,,15,W,2,8/25/2024 18:00,Local,9,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL000174 - Pinus contorta / Vaccinium scoparium / Calamagrostis rubescens Forest,7,Recent burn makes it difficult to classify,1145,08/26/2024 21:35:52.819,cnhp_guest4,10/28/2024 18:45:01.357,cnhp_guest4,-105.9717591,40.28679747
93,56328ec5-df5f-4767-90d4-484ccff9040a,20240821_44.24744702-106.91564567,USFSR2.1-037,ELTR7_MR1015SH_020201_20240821-01,8/21/2024 19:40,8/21/2024 18:00,20240821,no,,ELTR7,,,01,Every_5,Plants,,374,2000,1,Also IDed by Pam Smith,MR,20201,20201,1015SH,Metagraywacke,no,,,Foothills,,4,SE,2,8/21/2024 18:00,Local,10,"Davidson, B.",In Field,8/21/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,filled_out,Bags",Loam,,CEGL001502 Dasiphora fruticosa / Festuca idahoensis Shrub Grassland,8,,70,08/26/2024 22:52:06.904,ac15_CSUesri,10/23/2024 21:05:47.108,cnhp_guest4,-106.9156639,44.24744739
94,48729604-396d-44f3-a8ad-da4b899d3931,20240821_44.25259247-106.92026547,USFSR2.1-038,DECE_MR1015SH_020201_20240821-01,8/21/2024 21:00,8/21/2024 21:30,20240821,no,,DECE,,,01,Every_5,Plants,,273,1600,3,,MR,20201,20201,1015SH,Metagraywacke,no,,,Floodplain,,2,Flat,2,8/21/2024 18:00,Local,,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL001107 Dasiphora fruticosa / Deschampsia cespitosa Wet Shrubland,8,,30,08/26/2024 22:52:12.327,ac15_CSUesri,10/23/2024 21:13:47.876,cnhp_guest4,-106.9184744,44.25238545
95,20add293-5cb5-4895-8614-6ce8596f9a57,20240823_44.19208223-107.21051533,USFSR2.1-044,FEID_MR0510HU_020201_20240823-02,8/23/2024 20:45,8/23/2024 22:45,20240823,no,,FEID,,,02,Every_5,Plants,,331,2000,1.5,,MR,20201,20201,0510HU,Sand,no,,,Hills,,7,SW,2,8/23/2024 18:00,Local,9,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,A3965. Festuca idahoensis - Carex scirpoidea - Danthonia intermedia Central Rocky Mountain Subalpine Dry Grassland Alliance,6,,35,08/26/2024 22:52:15.971,ac15_CSUesri,10/23/2024 22:38:40.957,cnhp_guest4,-107.2105483,44.19205969
96,550ed765-b37b-438a-a426-1d404471c9dc,20240823_44.19208223-107.21051533,USFSR2.1-045,Other_MR0510HU_020201_20240823-01,8/23/2024 20:45,8/23/2024 22:45,20240823,no,,Other,Penstemon procerus,,01,20_percent,Plants,,74,100,0.5,,MR,20201,20201,0510HU,Sand,no,,,Hills,,5,SW,2,8/23/2024 18:00,Local,,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags",Loam,,A3965. Festuca idahoensis - Carex scirpoidea - Danthonia intermedia Central Rocky Mountain Subalpine Dry Grassland Alliance,6,,10,08/26/2024 22:52:18.634,ac15_CSUesri,10/23/2024 22:37:29.167,cnhp_guest4,-107.2104961,44.19204622
97,58fb4a43-0e69-4553-8d78-c5ff5821d763,20240823_44.19208223-107.21051533,USFSR2.1-046,ACNE9_MR0510HU_020201_20240823-02,8/23/2024 20:45,8/23/2024 22:45,20240823,no,,ACNE9,,,02,Every_5,Plants,,135,1000,3.5,,MR,20201,20201,0510HU,Sand,no,,,Other,Wet meadow,2,SW,2,8/23/2024 18:00,Local,,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,Bags,filled_out",Loam,,A3965. Festuca idahoensis - Carex scirpoidea - Danthonia intermedia Central Rocky Mountain Subalpine Dry Grassland Alliance,6,,25,08/26/2024 22:52:20.969,ac15_CSUesri,10/23/2024 22:39:39.076,cnhp_guest4,-107.2104235,44.19203635
98,24ee8692-efda-4fa9-997e-1267da3fcf42,20240820_44.16699667-106.90745273,USFSR2.1-036,Other_MR1015SH_020201_20240821-01,8/21/2024 17:08,8/22/2024 5:45,20240821,no,,Other,Acnatherum/Eriocoma robustum,,01,Every_5,Plants,,430,1500,1.5,,MR,20201,20201,1015SH,Unconsolidated,no,,,Hillslope,,15,E,2,8/21/2024 18:00,Local,8,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,herbarium_vouchers,Bags,filled_out",Loam,,CEGL001502 Dasiphora fruticosa / Festuca idahoensis Shrub Grassland,8,Includes most dominants & significants and in elevation range.,15,08/26/2024 22:52:24.607,cnhp_guest4,10/30/2024 15:51:56.331,cnhp_guest4,-106.9071778,44.16649737
99,d56c6c98-7b57-4b9a-abf5-1a26c4911ea2,20240822_44.71969687-107.74727963,USFSR2.1-039,Other_MR0510VH_020203_20240822-01,8/22/2024 16:25,8/22/2024 18:00,20240822,no,,Other,Geum triflorum,,01,Every_5,Plants,,529,3000,2,Awns consistently over 2mm.,MR,20203,20203,0510VH,Dolostone,no,,,Highland,,10,SW,2,8/22/2024 18:00,Local,9,"Davidson,B.",In Field,8/22/2024 18:00,"landscape_photo,Individual_photo,Material_photo,filled_out,herbarium_vouchers,Bags",Loam,,CEGL001533 Artemisia tridentata ssp. vaseyana / Festuca idahoensis Shrub Grassland,6,,50,08/26/2024 22:52:27.801,cnhp_guest4,10/23/2024 22:02:36.144,cnhp_guest4,-107.7472613,44.71967389
100,5751b36a-1443-44a6-8544-049f5f95180b,20240822_44.71969687-107.74727963,USFSR2.1-040,FEID_MR0510VH_020203_20240822-01,8/22/2024 16:25,8/22/2024 18:00,20240822,no,,FEID,,,01,Every_5,Plants,,620,3500,2,Missidentified as FEID. Actually FEAR2.,MR,20203,20203,0510VH,Dolostone,no,,,Highland,,10,SW,2,8/22/2024 18:00,Local,9,Pam Smith,From Pressed Specimen on Another Date,9/27/2024 18:00,"landscape_photo,Individual_photo,Material_photo,herbarium_vouchers,filled_out,Bags",Loam,,CEGL001533 Artemisia tridentata ssp. vaseyana / Festuca idahoensis Shrub Grassland,6,,65,08/26/2024 22:52:31.063,cnhp_guest4,11/11/2024 17:44:07.831,cnhp_guest4,-107.7472726,44.71969415
